date,open,high,low,close,volume,amount,outstanding_share,turnover
2025-01-15,4.09,4.14,4.0,4.1,12737714.0,51864310.0,793572352.0,0.01605110607482454
2025-01-16,4.11,4.21,4.1,4.15,12620748.0,52442488.0,793572352.0,0.015903714347144996
2025-01-17,4.12,4.16,4.03,4.08,11125989.0,45396802.0,793572352.0,0.01402013184048025
2025-01-20,4.13,4.23,4.03,4.17,13755340.0,57129258.0,793572352.0,0.017333441576351694
2025-01-21,4.22,4.23,4.06,4.09,11948380.0,49008593.0,793572352.0,0.015056446926215494
2025-01-22,4.08,4.1,4.0,4.01,10825891.0,43641691.0,793572352.0,0.013641970984392359
2025-01-23,4.06,4.1,3.88,3.88,23256720.0,92925565.0,793572352.0,0.029306363737833446
2025-01-24,3.89,3.9,3.78,3.83,17631413.0,67643020.0,793572352.0,0.02221777630680359
2025-01-27,3.86,3.97,3.83,3.83,13186960.0,51303400.0,793572352.0,0.016617211986740182
2025-02-05,3.87,3.96,3.84,3.92,9177184.0,35873325.0,793572352.0,0.011564394824077742
2025-02-06,3.93,3.97,3.83,3.97,13794016.0,53883481.0,793572352.0,0.017382178153303406
2025-02-07,3.98,4.08,3.95,4.04,14040269.0,56628678.0,793572352.0,0.017692487603197145
2025-02-10,4.06,4.13,4.03,4.13,10817065.0,44253268.0,793572352.0,0.01363084912514694
2025-02-11,4.19,4.19,4.02,4.08,13464943.0,54742138.0,793572352.0,0.016967505188487213
2025-02-12,4.08,4.17,4.05,4.14,13764309.0,56547693.0,793572352.0,0.01734474363340723
2025-02-13,4.13,4.22,4.11,4.14,16828770.0,70203126.0,793572352.0,0.021206346160608177
2025-02-14,4.16,4.18,4.08,4.1,12966339.0,53475597.0,793572352.0,0.016339202049216555
2025-02-17,4.1,4.21,4.09,4.2,16131286.0,67203245.0,793572352.0,0.020327429451574442
2025-02-18,4.2,4.21,3.99,4.02,15071677.0,61701922.0,793572352.0,0.018992190141221048
2025-02-19,4.02,4.42,4.01,4.21,39085081.0,164257711.0,793572352.0,0.04925206996122768
2025-02-20,4.18,4.32,4.16,4.24,32231025.0,136459021.0,793572352.0,0.04061510575408756
2025-02-21,4.21,4.25,4.13,4.17,19959054.0,83042471.0,793572352.0,0.025150893865818553
2025-02-24,4.15,4.21,4.11,4.16,14551308.0,60457076.0,793572352.0,0.018336460391200727
2025-02-25,4.12,4.17,4.1,4.11,11102300.0,45903831.0,793572352.0,0.013990280750103551
2025-02-26,4.12,4.2,4.12,4.18,14664313.0,61168748.0,793572352.0,0.01847886076555248
2025-02-27,4.18,4.22,4.08,4.18,14936699.0,62031281.0,793572352.0,0.018822101050214007
2025-02-28,4.2,4.2,4.06,4.07,14015020.0,57749863.0,793572352.0,0.017660670718528258
2025-03-03,4.09,4.39,4.07,4.32,45494099.0,194184344.0,793572352.0,0.05732823086054288
2025-03-04,4.27,4.75,4.26,4.75,47559360.0,216035033.0,793572352.0,0.059930716941106334
2025-03-05,4.6,4.7,4.46,4.53,59150792.0,267304976.0,793572352.0,0.07453736493077823
2025-03-06,4.55,4.58,4.44,4.54,41162190.0,186039803.0,793572352.0,0.05186948599741539
2025-03-07,4.5,4.6,4.4,4.49,38592704.0,173060830.0,793572352.0,0.048631613617506675
2025-03-10,4.44,4.94,4.44,4.7,79828902.0,378862127.0,793572352.0,0.10059435891234275
2025-03-11,4.65,4.77,4.58,4.61,49824546.0,231908683.0,793572352.0,0.06278513342158372
2025-03-12,4.68,4.69,4.56,4.58,28719670.0,132270372.0,793572352.0,0.03619036112790381
2025-03-13,4.68,4.98,4.6,4.66,48892133.0,232146299.0,793572352.0,0.06161017691301826
2025-03-14,4.7,4.72,4.52,4.62,30778343.0,141463558.0,793572352.0,0.0387845455079564
2025-03-17,4.8,4.95,4.71,4.73,43966303.0,211406490.0,793572352.0,0.055403017619242864
2025-03-18,4.78,4.93,4.7,4.78,32515631.0,155967970.0,793572352.0,0.04097374476070457
2025-03-19,4.76,4.85,4.65,4.69,25693161.0,121053249.0,793572352.0,0.03237658284748307
2025-03-20,4.66,4.74,4.64,4.65,18784651.0,87829205.0,793572352.0,0.02367099981830012
2025-03-21,4.66,4.68,4.52,4.57,19185553.0,88086095.0,793572352.0,0.024176186269150666
2025-03-24,4.58,4.64,4.31,4.41,23895804.0,106339583.0,793572352.0,0.03011168917336475
2025-03-25,4.41,4.49,4.35,4.46,16958804.0,75143206.0,793572352.0,0.021370205195858437
2025-03-26,4.42,4.61,4.42,4.52,15928712.0,72117327.0,793572352.0,0.02007216098173743
2025-03-27,4.48,4.48,4.37,4.39,12445188.0,55015396.0,793572352.0,0.015682486881801044
2025-03-28,4.39,4.83,4.29,4.83,63134468.0,297669178.0,793572352.0,0.07955729284278291
2025-03-31,4.63,4.78,4.6,4.62,71819684.0,335243354.0,793572352.0,0.09050174671407907
2025-04-01,4.8,5.03,4.65,4.68,56760602.0,269647123.0,793572352.0,0.07152542784151834
2025-04-02,4.68,4.71,4.52,4.6,33777474.0,154879419.0,793572352.0,0.04256382409854924
2025-04-03,4.54,4.76,4.48,4.7,45459441.0,210226766.0,793572352.0,0.0572845574640181
2025-04-07,4.49,5.17,4.36,4.89,117082931.0,572008414.0,793572352.0,0.1475390753028654
2025-04-08,4.71,5.37,4.7,5.15,117751999.0,593055519.0,793572352.0,0.14838218431279218
2025-04-09,4.88,5.11,4.64,4.99,100825263.0,483611446.0,793572352.0,0.12705238879088368
2025-04-10,4.9,5.38,4.9,5.06,86950310.0,446577317.0,793572352.0,0.10956821993717845
2025-04-11,4.96,5.34,4.96,5.1,82510654.0,426543253.0,793572352.0,0.10397370043456353
2025-04-14,5.2,5.29,4.98,5.03,69686446.0,356145703.0,793572352.0,0.08781360114723352
2025-04-15,4.99,5.17,4.91,5.0,46478301.0,233938685.0,793572352.0,0.058568447959235354
