date,open,high,low,close,volume,amount,outstanding_share,turnover
2024-07-01,19.24,19.29,18.31,18.67,7565035.0,203036270.0,1042675828.0,0.007255404601170058
2024-07-02,18.87,19.45,18.56,18.69,9921498.0,270847114.0,1042675828.0,0.009515419590219943
2024-07-03,18.6,18.93,18.37,18.4,3642267.0,97320645.0,1042675828.0,0.003493192133346358
2024-07-04,18.4,18.6,18.21,18.26,4780704.0,126512836.0,1042675828.0,0.0045850338826498626
2024-07-05,18.18,18.49,17.61,18.45,6955150.0,180474662.0,1042675828.0,0.0066704816715095075
2024-07-08,18.02,18.82,17.9,18.49,8180892.0,217035559.0,1042675828.0,0.007846055101988995
2024-07-09,18.56,19.12,18.42,18.93,6194460.0,167213310.0,1042675828.0,0.005940926061249403
2024-07-10,18.82,19.16,18.6,18.81,4594012.0,124446160.0,1042675828.0,0.004405983026202848
2024-07-11,18.9,19.24,18.84,19.11,4809093.0,131750228.0,1042675828.0,0.004612260945211055
2024-07-12,19.15,19.52,19.04,19.33,4958400.0,137809946.0,1042675828.0,0.004755456937666728
2024-07-15,19.33,19.4,18.96,18.98,3224600.0,88760870.0,1042675828.0,0.0030926198856889584
2024-07-16,19.05,19.13,18.77,19.03,3614079.0,98633781.0,1042675828.0,0.0034661578440274344
2024-07-17,19.11,19.11,18.7,18.97,3662726.0,99742952.0,1042675828.0,0.0035128137640110324
2024-07-18,18.86,19.58,18.84,19.33,6728662.0,186797020.0,1042675828.0,0.006453263631234769
2024-07-19,19.16,19.45,19.06,19.32,3837495.0,106460721.0,1042675828.0,0.0036804296186292718
2024-07-22,19.33,19.7,19.27,19.38,5621197.0,157311096.0,1042675828.0,0.005391126224516255
2024-07-23,19.3,19.65,18.9,18.94,3997584.0,110250021.0,1042675828.0,0.0038339663130658092
2024-07-24,18.79,19.02,18.51,18.53,3926406.0,106040052.0,1042675828.0,0.0037657015676016994
2024-07-25,18.44,19.03,18.41,18.87,3959620.0,107006477.0,1042675828.0,0.003797556147048227
2024-07-26,18.88,19.71,18.86,19.59,5111340.0,142994845.0,1042675828.0,0.004902137234546114
2024-07-29,19.61,19.61,18.72,18.78,5907147.0,160871238.0,1042675828.0,0.00566537253609374
2024-07-30,18.63,18.84,18.15,18.28,4376100.0,115587030.0,1042675828.0,0.004196989977598291
2024-07-31,18.38,19.08,18.2,19.06,4987682.0,135077386.0,1042675828.0,0.00478354045050328
2024-08-01,19.06,19.27,18.3,18.41,5338623.0,142823817.0,1042675828.0,0.005120117736152219
2024-08-02,18.29,18.65,18.22,18.22,3303801.0,87350718.0,1042675828.0,0.0031685792566392935
2024-08-05,18.2,18.6,18.03,18.12,4100660.0,107718313.0,1042675828.0,0.003932823500728551
2024-08-06,18.27,18.49,18.02,18.35,4678287.0,122679110.0,1042675828.0,0.004486808722681927
2024-08-07,18.35,19.1,18.22,18.88,6760905.0,182809147.0,1042675828.0,0.0064841869528790876
2024-08-08,18.8,19.17,18.69,19.16,4865901.0,132762840.0,1042675828.0,0.004666743842459154
2024-08-09,19.47,19.95,19.16,19.47,11656327.0,328869718.0,1042675828.0,0.011179243526109632
2024-08-12,19.7,20.11,19.53,19.99,10928428.0,313619517.0,1042675828.0,0.010481136808323516
2024-08-13,20.04,20.04,19.2,19.56,10385550.0,291209679.0,1042675828.0,0.009960478339582262
2024-08-14,19.55,19.6,19.05,19.15,4806933.0,133085669.0,1042675828.0,0.004610189352159797
2024-08-15,19.12,19.52,18.96,19.05,5650762.0,155882111.0,1042675828.0,0.005419481154405356
2024-08-16,19.08,19.24,18.58,18.83,5790362.0,156717590.0,1042675828.0,0.0055533674460515065
2024-08-19,18.84,19.18,18.78,18.83,3981220.0,108787520.0,1042675828.0,0.003818272077560812
2024-08-20,18.78,18.9,18.38,18.42,4617380.0,122928060.0,1042675828.0,0.0044283945939907225
2024-08-21,18.37,18.4,17.64,17.88,9285515.0,239337538.0,1042675828.0,0.008905466829331734
2024-08-22,17.88,18.28,17.73,18.07,8154838.0,211574975.0,1042675828.0,0.007821067469879046
2024-08-23,18.1,18.25,17.78,18.03,5001480.0,129461204.0,1042675828.0,0.004796773710189051
2024-08-26,18.02,18.12,17.59,17.9,4262896.0,109851055.0,1042675828.0,0.004088419320295205
2024-08-27,17.73,17.83,17.49,17.62,3390445.0,85849280.0,1042675828.0,0.003251676991978757
2024-08-28,17.38,17.68,17.06,17.1,7275101.0,180801048.0,1042675828.0,0.00697733735129803
2024-08-29,17.11,18.03,16.98,17.88,7415123.0,188392530.0,1042675828.0,0.007111628370845862
2024-08-30,17.72,18.74,17.64,18.38,8880646.0,234384232.0,1042675828.0,0.00851716877050304
2024-09-02,18.32,18.55,18.01,18.2,5535231.0,145603314.0,1042675828.0,0.005308678739217881
2024-09-03,18.17,18.67,18.01,18.42,5193173.0,137440601.0,1042675828.0,0.004980620879992242
2024-09-04,18.31,18.85,18.25,18.57,4084400.0,109352692.0,1042675828.0,0.003917229008592688
2024-09-05,18.76,18.76,18.42,18.56,3772025.0,100806634.0,1042675828.0,0.0036176392496172836
2024-09-06,18.57,18.7,18.16,18.2,3392712.0,89533346.0,1042675828.0,0.0032538512056117215
2024-09-09,18.13,18.34,17.8,17.9,4528277.0,116805290.0,1042675828.0,0.004342938503413738
2024-09-10,18.07,18.41,17.81,18.28,4754984.0,124098490.0,1042675828.0,0.004560366580206173
2024-09-11,18.22,18.88,18.17,18.7,4156831.0,111608390.0,1042675828.0,0.0039866954698406995
2024-09-12,18.75,19.11,18.44,18.46,3170302.0,85347748.0,1042675828.0,0.003040544256292091
2024-09-13,18.54,18.7,18.02,18.05,3421573.0,89733841.0,1042675828.0,0.003281530949617449
2024-09-18,18.08,18.67,17.97,18.53,4991642.0,131935199.0,1042675828.0,0.004787338371097253
2024-09-19,18.78,19.0,18.39,18.76,4492680.0,121142172.0,1042675828.0,0.004308798458114826
2024-09-20,18.77,19.02,18.63,18.84,6231601.0,168454539.0,1042675828.0,0.005976546911951621
2024-09-23,18.78,19.07,18.64,18.77,5172258.0,140078564.0,1042675828.0,0.004960561913016746
2024-09-24,18.85,19.31,18.47,19.24,10515960.0,286836266.0,1042675828.0,0.010085550770051993
2024-09-25,19.39,19.63,18.92,18.94,10288132.0,285189827.0,1042675828.0,0.009867047574828789
2024-09-26,18.91,19.76,18.78,19.75,9298876.0,257423933.0,1042675828.0,0.008918280975052968
2024-09-27,20.16,20.86,19.88,20.57,8862530.0,261905915.0,1042675828.0,0.008499794242856467
2024-09-30,21.9,22.63,21.87,22.63,19262246.0,623257254.0,1042675866.0,0.01847385810692582
2024-10-08,24.89,24.9,22.76,23.81,32807048.0,1133977330.0,1042675866.0,0.03146428249639759
2024-10-09,23.57,24.75,22.71,22.88,22991911.0,784645458.0,1042675866.0,0.022050870984674734
2024-10-10,22.88,23.62,22.46,23.12,19124092.0,635553436.0,1042675866.0,0.018341358636567887
2024-10-11,23.12,23.29,21.43,21.77,12852160.0,412276768.0,1042675866.0,0.01232613165710311
2024-10-14,21.91,22.46,21.47,21.97,14918576.0,471580278.0,1042675866.0,0.014307970949046594
2024-10-15,22.39,22.39,21.64,21.68,9518604.0,301177090.0,1042675866.0,0.009129015363629794
2024-10-16,21.53,22.16,21.32,21.75,7530541.0,236580623.0,1042675866.0,0.007222322147811178
2024-10-17,21.84,21.97,21.19,21.24,7592246.0,234859055.0,1042675866.0,0.007281501612889542
2024-10-18,21.17,23.12,21.17,22.47,12314764.0,392736201.0,1042675866.0,0.011810730833583905
2024-10-21,22.48,22.99,22.27,22.46,10342893.0,336137794.0,1042675866.0,0.009919566892516912
2024-10-22,22.38,22.9,22.21,22.59,6310540.0,204841241.0,1042675866.0,0.006052254785764841
2024-10-23,22.6,22.6,21.97,22.09,8650313.0,275789811.0,1042675866.0,0.008296262800428144
2024-10-24,21.99,22.09,21.62,21.89,5447420.0,170940705.0,1042675866.0,0.005224461577784328
2024-10-25,21.89,22.21,21.67,21.92,8611704.0,270653141.0,1042675866.0,0.008259234035057256
2024-10-28,21.9,22.03,21.39,21.71,7272953.0,227018121.0,1042675866.0,0.0069752770128852296
2024-10-29,21.89,21.92,21.41,21.54,6089954.0,189083258.0,1042675866.0,0.005840697189398647
2024-10-30,21.34,21.74,21.14,21.48,7013872.0,215950898.0,1042675866.0,0.00672679998522187
2024-10-31,21.55,21.62,20.81,21.08,13388222.0,406113079.0,1042675866.0,0.012840253080145619
