date,open,high,low,close,volume,amount,outstanding_share,turnover
2024-07-01,3.64,3.71,3.64,3.7,20011485.0,81178526.0,2072439717.0,0.009656003422366374
2024-07-02,3.7,3.75,3.69,3.73,19114806.0,78439980.0,2072439717.0,0.009223335107507979
2024-07-03,3.73,3.75,3.69,3.73,20489340.0,84012624.0,2072439717.0,0.009886579489829378
2024-07-04,3.71,3.73,3.66,3.68,18982545.0,77278144.0,2072439717.0,0.009159516122128054
2024-07-05,3.67,3.69,3.59,3.61,22427514.0,89662049.0,2072439717.0,0.010821793182223597
2024-07-08,3.6,3.63,3.56,3.58,19213548.0,75971006.0,2072439717.0,0.009270980401694356
2024-07-09,3.58,3.66,3.55,3.64,22033800.0,87365057.0,2072439717.0,0.01063181708942321
2024-07-10,3.63,3.65,3.6,3.6,13822360.0,55165036.0,2072439717.0,0.006669607751007988
2024-07-11,3.62,3.65,3.58,3.6,24570240.0,97762600.0,2072439717.0,0.011855707936135834
2024-07-12,3.6,3.67,3.6,3.65,24139100.0,96883545.0,2072439717.0,0.011647672934459594
2024-07-15,3.65,3.69,3.63,3.68,23708840.0,95454427.0,2072439717.0,0.011440062553095725
2024-07-16,3.67,3.69,3.61,3.63,22196640.0,89070366.0,2072439717.0,0.010710391148134902
2024-07-17,3.62,3.64,3.6,3.63,18994060.0,75851773.0,2072439717.0,0.009165072375420028
2024-07-18,3.62,3.64,3.57,3.63,18264400.0,72567407.0,2072439717.0,0.008812994583233999
2024-07-19,3.61,3.62,3.58,3.61,18120480.0,71894864.0,2072439717.0,0.008743549861238256
2024-07-22,3.6,3.6,3.56,3.57,16157314.0,63585726.0,2072439717.0,0.007796276951972736
2024-07-23,3.57,3.63,3.56,3.59,24371118.0,96848080.0,2072439717.0,0.01175962697495437
2024-07-24,3.59,3.6,3.55,3.58,18034660.0,71163134.0,2072439717.0,0.00870213973032056
2024-07-25,3.58,3.6,3.52,3.55,20273320.0,79153207.0,2072439717.0,0.009782344853604252
2024-07-26,3.53,3.56,3.51,3.53,19804220.0,77068662.0,2072439717.0,0.009555993275726244
2024-07-29,3.52,3.6,3.51,3.59,21619316.0,84847650.0,2072439717.0,0.010431818992204732
2024-07-30,3.57,3.61,3.56,3.59,13247953.0,52308629.0,2072439717.0,0.006392443114908708
2024-07-31,3.59,3.66,3.58,3.65,22136640.0,88426694.0,2072439717.0,0.0106814397632006
2024-08-01,3.65,3.66,3.61,3.63,17791500.0,71171984.0,2072439717.0,0.008584809417643486
2024-08-02,3.61,3.65,3.6,3.61,12043560.0,48138919.0,2072439717.0,0.005811295692322423
2024-08-05,3.61,3.64,3.56,3.57,18276844.0,72427775.0,2072439717.0,0.008818999100469372
2024-08-06,3.58,3.6,3.53,3.55,14686180.0,57598731.0,2072439717.0,0.007086420839907113
2024-08-07,3.55,3.56,3.53,3.53,13833420.0,53973454.0,2072439717.0,0.0066749444562975435
2024-08-08,3.53,3.54,3.5,3.52,14656780.0,56807550.0,2072439717.0,0.007072234661289306
2024-08-09,3.53,3.57,3.52,3.53,18307522.0,71522401.0,2072439717.0,0.00883380194358628
2024-08-12,3.53,3.54,3.5,3.51,15500466.0,60035823.0,2072439717.0,0.007479332630450645
2024-08-13,3.5,3.55,3.5,3.52,13182962.0,51152440.0,2072439717.0,0.0063610834572709555
2024-08-14,3.52,3.55,3.5,3.51,11456940.0,44476586.0,2072439717.0,0.005528238001819765
2024-08-15,3.51,3.55,3.5,3.55,17817320.0,69437542.0,2072439717.0,0.00859726816362688
2024-08-16,3.55,3.58,3.51,3.55,18595620.0,72699164.0,2072439717.0,0.008972815878532983
2024-08-19,3.55,3.62,3.55,3.62,25699680.0,101798680.0,2072439717.0,0.012400688806139107
2024-08-20,3.62,3.64,3.58,3.6,17702182.0,70310932.0,2072439717.0,0.008541711420984121
2024-08-21,3.59,3.6,3.53,3.54,21819747.0,85441173.0,2072439717.0,0.010528531576100845
2024-08-22,3.54,3.59,3.53,3.56,15825520.0,62170966.0,2072439717.0,0.007636178688424547
2024-08-23,3.56,3.57,3.5,3.53,22227162.0,86522133.0,2072439717.0,0.01072511871765098
2024-08-26,3.52,3.6,3.51,3.6,21089340.0,82554738.0,2072439717.0,0.010176093339172384
2024-08-27,3.59,3.6,3.54,3.56,25550900.0,100386315.0,2072439717.0,0.012328899021963687
2024-08-28,3.55,3.56,3.51,3.52,20683973.0,80467749.0,2072439717.0,0.009980494404894673
2024-08-29,3.5,3.52,3.45,3.46,29972193.0,114744991.0,2072439717.0,0.014462274947802499
2024-08-30,3.45,3.5,3.43,3.48,24882036.0,95338796.0,2072439717.0,0.01200615670308542
2024-09-02,3.47,3.5,3.46,3.46,22224675.0,85268708.0,2072439717.0,0.010723918682745453
2024-09-03,3.45,3.46,3.4,3.41,19476283.0,73327981.0,2072439717.0,0.009397756103706249
2024-09-04,3.4,3.41,3.39,3.4,12761998.0,47769768.0,2072439717.0,0.006157958610479573
2024-09-05,3.39,3.41,3.38,3.4,9670412.0,36134795.0,2072439717.0,0.004666197004754662
2024-09-06,3.4,3.43,3.38,3.38,14297835.0,53660657.0,2072439717.0,0.006899035413535264
2024-09-09,3.37,3.38,3.31,3.33,14389760.0,52887398.0,2072439717.0,0.006943391347870024
2024-09-10,3.33,3.35,3.3,3.34,12106071.0,44387148.0,2072439717.0,0.005841458692716224
2024-09-11,3.34,3.34,3.3,3.31,12296624.0,44938151.0,2072439717.0,0.005933404913605987
2024-09-12,3.3,3.34,3.3,3.31,9253811.0,33858276.0,2072439717.0,0.004465177406171086
2024-09-13,3.32,3.34,3.3,3.3,9596180.0,35072924.0,2072439717.0,0.004630378351313946
2024-09-18,3.29,3.3,3.23,3.28,13350378.0,48053077.0,2072439717.0,0.00644186554160697
2024-09-19,3.29,3.33,3.26,3.31,11846512.0,43107923.0,2072439717.0,0.005716215484013521
2024-09-20,3.31,3.34,3.3,3.32,12261483.0,44785230.0,2072439717.0,0.005916448569973049
2024-09-23,3.31,3.37,3.3,3.36,13166558.0,48579534.0,2072439717.0,0.006353168148629918
2024-09-24,3.37,3.47,3.37,3.47,30496460.0,115089254.0,2072439717.0,0.014715245876558349
2024-09-25,3.5,3.61,3.5,3.56,49630541.0,194369065.0,2072439717.0,0.02394788161647647
2024-09-26,3.55,3.77,3.55,3.76,59930629.0,241134618.0,2072439717.0,0.028917911825562644
2024-09-27,3.79,3.82,3.68,3.79,57387096.0,236683212.0,2072439717.0,0.027690598442627706
2024-09-30,3.86,4.17,3.85,4.11,89864347.0,395531097.0,2072446980.0,0.0433614697346805
2024-10-08,4.52,4.52,4.06,4.23,120994451.0,568387973.0,2072446980.0,0.05838241082529407
2024-10-09,4.15,4.15,3.86,3.88,76178519.0,336099453.0,2072446980.0,0.036757764968250235
2024-10-10,3.91,4.08,3.86,3.97,61903913.0,271644688.0,2072446980.0,0.029869962222145725
2024-10-11,3.97,4.0,3.82,3.87,45524848.0,195875156.0,2072446980.0,0.02196671299161535
2024-10-14,3.92,4.01,3.9,3.95,55448687.0,241957216.0,2072446980.0,0.02675517759204629
2024-10-15,3.91,3.98,3.82,3.83,53315478.0,229054313.0,2072446980.0,0.025725858617623117
2024-10-16,3.8,3.99,3.79,3.95,56943580.0,245855069.0,2072446980.0,0.027476495442117416
2024-10-17,3.94,3.99,3.89,3.89,29652911.0,128374905.0,2072446980.0,0.014308163869166873
2024-10-18,3.93,4.04,3.86,3.97,52850737.0,229651931.0,2072446980.0,0.025501611143750467
2024-10-21,3.97,3.97,3.88,3.92,41558718.0,179139301.0,2072446980.0,0.020052970426292883
2024-10-22,3.93,3.97,3.89,3.93,31115858.0,134395535.0,2072446980.0,0.015014067090874383
2024-10-23,3.93,3.95,3.91,3.93,30704179.0,132984521.0,2072446980.0,0.014815423167062155
2024-10-24,3.92,3.94,3.88,3.91,25027661.0,107677784.0,2072446980.0,0.012076381804469613
2024-10-25,3.9,3.92,3.89,3.9,25983462.0,111650763.0,2072446980.0,0.012537576232710184
2024-10-28,3.9,3.95,3.87,3.95,35075422.0,151069946.0,2072446980.0,0.01692464142074216
2024-10-29,3.94,4.01,3.88,3.89,46875076.0,203209917.0,2072446980.0,0.022618226884626984
2024-10-30,3.87,3.9,3.79,3.83,34394803.0,145470544.0,2132375489.0,0.016129806020294204
2024-10-31,3.82,3.88,3.8,3.85,30578403.0,129408195.0,2132375489.0,0.014340064945287879
