code,name,industry,board,is_stage1,label,date,close,ma50,ma150,ma200,52w_high,52w_low,pct_above_52w_low,pct_below_52w_high,return_20d_pct,return_120d_pct,amount_cny,volume,score,conditions,cup_handle_details,vcp_details,financial_pass,financial_score,is_transition,is_base_transition,is_high_quality_transition,stage2_core_count,transition_details,market_cap_cny,pe_ttm,next_report_period,next_report_deadline,rev_growth,profit_growth,profit_margin,matched_reason,ma200_change_pct,vol_contraction_ratio,range_pct,pct_off_ma200
000301,东方盛虹,C 制造业,深圳主板,True,高质量过渡态,2026-06-18,11.59,12.27,11.45,10.97,14.7,8.04,44.15,-21.16,-7.43,15.21,325315684.0,27776239.0,171.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},True,15,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(2)}",0,52.92,中报,2026-08-31,"[-14.9, -8.78, 5.65]","[42.96, 27.65, 314.75]","[0.12, 0.09, 4.52]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+5.6%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,2.89,0.61,15.17,5.65
000408,藏格矿业,C 制造业,深圳主板,True,高质量过渡态,2026-06-18,76.42,82.49,78.26,72.29,95.62,35.4,115.88,-20.08,-2.26,6.96,1166106283.0,15143161.0,168.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '柄部周期异常(26天)，标准1-4周'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': True, 'high_trend_ok': False, 'vcp_tight_range': 19.82, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [13.81, 18.91, 19.82], 'vcp_vols': [25750043.17, 20295248.83, 14714865.68], 'vcp_resistance': 91.11}",True,15,True,True,True,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(2)}",0,31.27,中报,2026-08-31,"[3.35, 10.03, 29.61]","[47.44, 49.35, 110.46]","[114.21, 107.28, 219.28]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+5.7%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,4.48,0.83,18.31,5.71
000415,渤海租赁,L 商务服务,深圳主板,True,高质量过渡态,2026-06-18,4.34,4.36,4.29,4.11,5.6,3.07,41.37,-22.5,4.83,15.12,284216840.0,65653909.0,168.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': True, 'high_trend_ok': False, 'vcp_tight_range': 23.28, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [27.64, 23.28], 'vcp_vols': [106396965.64, 79552504.44], 'vcp_resistance': 4.81}",True,8,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,19.64,中报,2026-08-31,"[60.58, 37.71, -47.71]","[-112.67, -56.45, 34.92]","[-0.76, 1.95, 15.27]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+5.7%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,1.35,0.78,23.76,5.68
000065,北方国际,F 批发零售,深圳主板,True,基础过渡态,2026-06-18,12.32,12.89,12.57,12.23,16.19,9.38,31.34,-23.9,2.07,2.41,382094592.0,31011409.0,141.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},False,0,True,True,False,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': False, 'ma200_turning_up': True, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': False, 'rps_120_ready': False, 'tech_signal_count': np.int64(2)}",0,19.7,中报,2026-08-31,"[-29.79, -28.96, -35.56]","[-38.57, -29.19, -33.1]","[4.89, 5.36, 5.12]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+0.8%）; 成交量萎缩; 价格波动收窄; Stage1末期→即将进入Stage2,0.5,0.74,21.84,0.77
000155,川能动力,D 水电煤气,深圳主板,True,纯筑底股,2026-06-18,12.87,15.54,13.89,13.04,19.34,9.41,36.77,-33.45,-10.5,13.69,458320506.0,35229374.0,126.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,13,False,False,False,5,{'stage2_core_count': 5},0,35.92,中报,2026-08-31,"[-7.98, 17.83, 45.97]","[-32.02, -8.84, 71.21]","[20.95, 18.37, 37.92]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-1.3%）; 成交量萎缩; 价格波动收窄; 业绩加速,2.82,0.59,15.72,-1.33
000612,焦作万方,C 制造业,深圳主板,True,纯筑底股,2026-06-18,11.03,12.13,11.83,11.06,15.19,7.11,55.13,-27.39,-4.42,16.6,438310318.0,39783811.0,125.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,10,False,False,False,5,{'stage2_core_count': 5},0,12.28,中报,2026-08-31,"[4.03, 0.46, 18.49]","[71.58, 81.95, 216.46]","[18.19, 16.49, 29.07]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-0.2%）; 成交量萎缩; 价格波动收窄; 业绩加速,2.75,0.75,23.48,-0.23
000036,华联控股,K 房地产,深圳主板,True,纯筑底股,2026-06-18,4.9,5.29,5.36,5.09,7.81,3.38,44.97,-37.26,-9.26,0.82,136083343.0,27383497.0,124.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,15,False,False,False,4,{'stage2_core_count': 4},0,69.6,中报,2026-08-31,"[-2.45, 46.13, 114.87]","[4.91, 95.24, 323.54]","[14.71, 15.9, 16.84]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-3.8%）; 成交量萎缩; 价格波动收窄; 业绩加速,2.76,0.36,12.68,-3.81
000629,钒钛股份,C 制造业,深圳主板,True,纯筑底股,2026-06-18,3.2,3.49,3.47,3.33,4.49,2.46,30.08,-28.73,-8.05,10.34,371210205.0,116066989.0,124.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,8,False,False,False,5,{'stage2_core_count': 5},0,359.55,中报,2026-08-31,"[-37.64, -32.7, 16.7]","[-246.69, -194.45, -149.75]","[-2.77, -1.62, 3.33]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-4.0%）; 成交量萎缩; 价格波动收窄; 业绩加速,1.85,0.69,23.86,-4.04
000420,吉林化纤,C 制造业,深圳主板,True,纯筑底股,2026-06-18,4.23,4.85,4.57,4.49,5.87,3.71,14.02,-27.94,-9.42,4.96,264478654.0,61885157.0,122.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,10,False,False,False,4,{'stage2_core_count': 4},0,338.4,中报,2026-08-31,"[43.62, 39.77, 7.36]","[-49.85, 3.07, 341.37]","[0.75, 0.55, 2.37]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-5.8%）; 成交量萎缩; 价格波动收窄; 业绩加速,0.61,0.56,19.66,-5.81
000533,顺钠股份,C 制造业,深圳主板,True,纯筑底股,2026-06-18,10.39,13.06,11.61,10.5,21.84,6.49,60.09,-52.43,-14.2,20.81,304046558.0,29191418.0,120.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},False,0,False,False,False,5,{'stage2_core_count': 5},0,50.73,中报,2026-08-31,"[-5.23, -7.46, 1.13]","[8.14, 6.54, -22.37]","[6.94, 6.32, 4.77]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-1.1%）; 成交量萎缩; 价格波动收窄,4.05,0.35,23.5,-1.09
