code,name,industry,board,is_stage2,date,close,ma50,ma150,ma200,52w_high,52w_low,pct_above_52w_low,pct_below_52w_high,return_20d_pct,return_120d_pct,amount_cny,volume,score,conditions,cup_handle_details,vcp_details,pullback_details,financial_pass,financial_score,market_cap_cny,pe_ttm,next_report_period,next_report_deadline,rev_growth,profit_growth,profit_margin,matched_reason
001226,拓山重工,C 制造业,深圳主板,True,2026-06-18,54.14,48.68,45.82,43.92,55.67,25.8,109.84,-2.75,6.79,18.86,285147840.0,5329192.0,122.25,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}",{'reason': '柄部周期异常(22天)，标准1-4周'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': True, 'vcp_vol_shrink': False, 'high_trend_ok': False, 'vcp_tight_range': 12.28, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [21.07, 14.67, 12.28], 'vcp_vols': [1905724.0, 1154016.38, 1841722.71], 'vcp_resistance': 54.46}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,15,0,197.16,中报,2026-08-31,"[11.9, 12.48, 17.07]","[11.14, 5.38, 29.67]","[3.34, 3.03, 5.07]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
001326,联域股份,C 制造业,深圳主板,True,2026-06-18,73.88,60.74,54.33,51.72,75.5,28.85,156.08,-2.15,9.63,80.59,228761423.0,3100600.0,120.85,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,13,0,214.08,中报,2026-08-31,"[1.03, 4.56, 8.23]","[-79.23, -75.07, 27.34]","[1.69, 1.64, 3.69]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
001287,中电港,F 批发零售,深圳主板,True,2026-06-18,29.41,27.13,24.75,24.23,31.86,16.79,75.16,-7.69,10.27,39.45,2647268300.0,89564401.0,117.31,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 4, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 18.57, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [13.79, 11.62, 16.2, 18.57], 'vcp_vols': [32608869.0, 18416924.0, 33442723.38, 44093685.64], 'vcp_resistance': 30.64}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,15,0,78.64,中报,2026-08-31,"[33.29, 34.72, 70.93]","[73.06, 19.9, 87.38]","[0.51, 0.43, 0.53]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
001309,德明利,C 制造业,深圳主板,True,2026-06-18,712.0,591.88,372.27,317.41,759.99,78.71,804.59,-6.31,8.52,257.27,11466900140.0,16078855.0,116.69,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 19.99, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [20.39, 19.99], 'vcp_vols': [10297529.17, 13828076.0], 'vcp_resistance': 735.04}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,13,0,48.27,中报,2026-08-31,"[85.13, 126.07, 502.08]","[-130.42, -106.44, 96.24]","[-0.41, 6.38, 44.39]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
001389,广合科技,C 制造业,深圳主板,True,2026-06-18,201.46,171.32,117.88,107.09,206.66,52.92,280.69,-2.52,12.61,161.64,1830436807.0,9037554.0,112.48,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,15,0,84.55,中报,2026-08-31,"[43.07, 46.89, 71.35]","[46.97, 50.24, 63.31]","[18.87, 18.52, 20.51]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002072,凯瑞德,F 批发零售,深圳主板,True,2026-06-18,9.33,7.81,7.56,7.55,9.45,4.71,98.09,-1.27,33.67,33.86,280341135.0,31042513.0,111.73,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_valid': False, 'cup_high': 8.4, 'cup_low': 6.76, 'cup_depth_pct': 19.52, 'cup_days': 75, 'right_rim_price': 9.09, 'handle_valid': False, 'handle_high': 9.33, 'handle_low': 8.19, 'handle_depth_pct': 12.22, 'handle_days': 9, 'volume_contracting': False, 'price_breakout': False, 'volume_breakout': False, 'near_rim': True}",{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,3,0,,中报,2026-08-31,"[-23.78, -25.89, 3.97]","[-194.94, -284.92, -542.81]","[-5.52, -4.77, -3.24]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
001339,智微智能,C 制造业,深圳主板,True,2026-06-18,126.93,93.25,68.75,66.37,126.93,43.95,188.81,0.0,17.26,168.52,966307672.0,7746535.0,110.0,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,10,0,117.65,中报,2026-08-31,"[6.89, 1.3, 52.96]","[68.17, 29.45, 180.21]","[8.15, 6.66, 15.28]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002079,苏州固锝,C 制造业,深圳主板,True,2026-06-18,13.74,11.73,10.68,10.61,14.16,9.07,51.49,-2.97,11.62,49.35,924538597.0,67458152.0,109.2,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_valid': True, 'cup_high': 11.94, 'cup_low': 9.23, 'cup_depth_pct': 22.7, 'cup_days': 66, 'right_rim_price': 13.54, 'handle_valid': False, 'handle_high': 13.74, 'handle_low': 11.47, 'handle_depth_pct': 16.52, 'handle_days': 16, 'volume_contracting': False, 'price_breakout': False, 'volume_breakout': False, 'near_rim': True}","{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 15.29, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [22.7, 15.29], 'vcp_vols': [34054432.64, 75149845.33], 'vcp_resistance': 13.54}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,15,0,130.61,中报,2026-08-31,"[-31.12, -29.76, 41.98]","[55.57, 0.12, 133.44]","[2.02, 1.8, 6.68]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
001359,平安电工,C 制造业,深圳主板,True,2026-06-18,132.2,94.49,77.39,71.02,133.75,27.2,386.03,-1.16,33.41,110.07,508282809.0,3929764.0,108.84,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}",{'reason': '柄部周期异常(26天)，标准1-4周'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 20.27, 'vcp_vol_dry_up': np.True_, 'vcp_breakout': False, 'vcp_ranges': [12.09, 21.35, 20.27], 'vcp_vols': [4015762.89, 2018964.78, 2890322.79], 'vcp_resistance': 114.4}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,0,0,101.49,中报,2026-08-31,"[14.25, 12.52, 20.61]","[22.71, 11.1, 5.51]","[22.64, 20.32, 17.66]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
001331,胜通能源,D 水电煤气,深圳主板,True,2026-05-27,69.78,53.89,40.13,33.15,72.56,9.33,647.91,-3.83,40.88,384.58,1030435432.0,14577589.0,106.17,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,0,0,443.61,中报,2026-08-31,"[21.34, 3.47, -23.1]","[48.47, 83.58, -128.22]","[0.98, 0.33, -0.65]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
001266,宏英智能,C 制造业,深圳主板,True,2026-06-18,53.2,42.68,36.08,34.39,56.1,24.09,120.84,-5.17,4.64,88.92,311489738.0,5971563.0,102.83,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 5, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': False, 'vcp_tight_range': 18.75, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [17.3, 14.29, 19.01, 5.8, 18.75], 'vcp_vols': [6278702.5, 5428866.27, 3135972.47, 1437982.0, 5240005.56], 'vcp_resistance': 55.2}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,8,0,150.79,中报,2026-08-31,"[1.17, -31.14, 182.6]","[758.61, -26.83, 1926.11]","[2.7, 2.15, 6.72]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002080,中材科技,C 制造业,深圳主板,True,2026-06-18,80.55,60.74,45.98,42.89,82.8,15.6,416.35,-2.72,25.02,143.5,5785203120.0,71875513.0,100.28,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,3,0,64.71,中报,2026-08-31,"[29.09, 25.9, 24.5]","[129.02, 85.8, 42.25]","[8.02, 6.92, 8.57]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range
