code,name,industry,board,is_stage1,label,date,close,ma50,ma150,ma200,52w_high,52w_low,pct_above_52w_low,pct_below_52w_high,return_20d_pct,return_120d_pct,amount_cny,volume,score,conditions,cup_handle_details,vcp_details,financial_pass,financial_score,is_transition,is_base_transition,is_high_quality_transition,stage2_core_count,transition_details,market_cap_cny,pe_ttm,next_report_period,next_report_deadline,rev_growth,profit_growth,profit_margin,matched_reason,ma200_change_pct,vol_contraction_ratio,range_pct,pct_off_ma200
000758,中色股份,B 采矿业,深圳主板,True,高质量过渡态,2026-06-18,7.05,6.95,6.93,6.88,9.53,4.79,47.18,-26.02,4.91,20.1,552477445.0,78101840.0,170.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': True, 'high_trend_ok': False, 'vcp_tight_range': 18.15, 'vcp_vol_dry_up': np.True_, 'vcp_breakout': False, 'vcp_ranges': [32.3, 18.15], 'vcp_vols': [81149818.18, 50870744.76], 'vcp_resistance': 7.66}",True,13,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(2)}",0,26.59,中报,2026-08-31,"[-0.21, 13.48, 27.03]","[18.71, -1.38, 8.12]","[7.61, 5.07, 9.07]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+2.5%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,1.02,0.72,18.21,2.47
000762,西藏矿业,B 采矿业,深圳主板,True,高质量过渡态,2026-06-18,30.13,32.98,29.55,27.99,41.43,18.25,65.1,-27.27,-3.58,23.28,729104491.0,24258631.0,165.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 32.8, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [15.78, 18.8, 32.8], 'vcp_vols': [28449228.57, 24540553.35, 29732911.08], 'vcp_resistance': 39.6}",True,8,True,True,True,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(2)}",0,335.52,中报,2026-08-31,"[-65.45, -43.43, 189.74]","[-120.13, -117.9, -154.55]","[-16.64, -16.56, 23.84]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+7.7%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,2.61,0.67,23.94,7.66
000951,中国重汽,C 制造业,深圳主板,True,高质量过渡态,2026-06-18,22.07,22.75,20.13,19.45,26.85,16.0,37.94,-17.8,6.11,29.75,182029872.0,8198520.0,148.9,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},True,12,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,10.81,中报,2026-08-31,"[20.55, 28.51, 52.3]","[18.78, 28.32, 69.48]","[3.67, 4.15, 3.71]",SEPA Stage 1: MA200 走平; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,2.02,0.67,15.1,13.45
000973,佛塑科技,C 制造业,深圳主板,True,高质量过渡态,2026-06-18,15.31,17.06,14.78,12.97,22.23,6.03,153.9,-31.13,-0.78,37.56,1056264925.0,68551151.0,131.83,"{'corrected_25pct': True, 'ma200_flattening': False, 'near_ma200': False, 'volume_contracting': True, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '柄部周期异常(33天)，标准1-4周'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 35.59, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [24.52, 11.85, 35.59], 'vcp_vols': [52967757.72, 79365740.37, 65796364.38], 'vcp_resistance': 21.27}",True,8,True,True,True,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': False, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,68.17,中报,2026-08-31,"[1.57, 0.13, 160.46]","[-9.14, -32.02, 2064.32]","[5.68, 4.58, 41.38]",SEPA Stage 1: 从高点回调 ≥20%; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,6.59,0.83,21.19,18.04
000737,北方铜业,C 制造业,深圳主板,True,纯筑底股,2026-06-18,15.11,14.17,14.95,14.78,21.5,8.71,73.48,-29.72,11.84,9.33,1668416725.0,110241303.0,130.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '柄部周期异常(26天)，标准1-4周'},{'reason': '不满足SEPA上升趋势前提'},True,15,False,False,False,6,{'stage2_core_count': 6},0,36.4,中报,2026-08-31,"[9.89, 15.8, 46.89]","[26.1, 29.01, 65.74]","[3.45, 2.83, 6.12]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+2.2%）; 成交量萎缩; 价格波动收窄; 业绩加速,2.0,0.85,24.46,2.23
000792,盐湖股份,C 制造业,深圳主板,True,纯筑底股,2026-06-18,29.75,34.38,32.5,29.64,41.6,16.13,84.44,-28.49,-7.84,18.9,3552924488.0,118140870.0,126.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 30.4, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [12.08, 14.77, 30.4], 'vcp_vols': [131759303.0, 109667829.8, 100512769.96], 'vcp_resistance': 40.4}",False,7,False,False,False,6,{'stage2_core_count': 6},0,17.6,中报,2026-08-31,"[6.34, 2.43, 106.22]","[42.35, 82.06, 176.89]","[43.53, 57.72, 54.26]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+0.4%）; 成交量萎缩; 价格波动收窄,4.19,0.84,19.05,0.36
000692,惠天热电,D 水电煤气,深圳主板,True,高质量过渡态,2026-06-18,4.28,4.73,4.17,4.05,5.51,3.29,30.09,-22.32,-10.83,23.34,55660828.0,12999900.0,123.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': False, 'near_low': True, 'not_in_stage2': True}",{'reason': '左杯沿到杯底距离过短，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},True,8,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,27.44,中报,2026-08-31,"[-0.4, 0.23, 0.8]",[-133.53],"[-34.27, -5.98, 6.85]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+5.8%）; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,2.78,1.25,30.26,5.78
001216,华瓷股份,C 制造业,深圳主板,True,纯筑底股,2026-06-18,17.4,17.08,17.49,16.91,24.06,12.15,43.21,-27.68,7.61,6.16,48044880.0,2761200.0,123.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},False,0,False,False,False,6,{'stage2_core_count': 6},0,20.27,中报,2026-08-31,"[15.32, 9.83, -13.92]","[11.12, 6.84, -13.01]","[16.52, 14.69, 14.36]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+2.9%）; 成交量萎缩; 价格波动收窄,0.83,0.41,16.39,2.91
000739,普洛药业,C 制造业,深圳主板,True,纯筑底股,2026-06-18,16.37,17.16,16.98,16.66,19.48,13.19,24.11,-15.97,-3.59,3.22,118743972.0,7227569.0,121.98,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,8,False,False,False,5,{'stage2_core_count': 5},0,21.29,中报,2026-08-31,"[-16.43, -18.62, -10.36]","[-19.46, -13.6, 0.28]","[9.02, 9.1, 10.19]",SEPA Stage 1: MA200 走平; 贴近MA200（-1.7%）; 成交量萎缩; 价格波动收窄; 业绩加速,0.48,0.75,15.4,-1.74
000889,中嘉博创,I 信息技术,深圳主板,True,基础过渡态,2026-06-18,4.02,4.35,3.9,3.85,5.89,3.02,33.11,-31.75,-0.74,11.98,185238794.0,46134980.0,121.11,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '柄部周期异常(26天)，标准1-4周'},{'reason': '首轮回调幅度过小，无洗盘意义'},False,3,True,True,False,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': False, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': False, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,,中报,2026-08-31,"[10.01, 8.85, -1.38]",,"[-2.48, -1.66, -1.2]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+4.4%）; 价格波动收窄; Stage1末期→即将进入Stage2,0.05,0.86,24.64,4.37
