code,name,industry,board,is_stage1,label,date,close,ma50,ma150,ma200,52w_high,52w_low,pct_above_52w_low,pct_below_52w_high,return_20d_pct,return_120d_pct,amount_cny,volume,score,conditions,cup_handle_details,vcp_details,financial_pass,financial_score,is_transition,is_base_transition,is_high_quality_transition,stage2_core_count,transition_details,market_cap_cny,pe_ttm,next_report_period,next_report_deadline,rev_growth,profit_growth,profit_margin,matched_reason,ma200_change_pct,vol_contraction_ratio,range_pct,pct_off_ma200
002445,中南文化,C 制造业,深圳主板,True,基础过渡态,2026-06-18,3.18,3.57,3.13,3.0,4.77,2.33,36.48,-33.33,-9.92,24.71,203590885.0,64623245.0,142.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},False,3,True,True,False,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': False, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': False, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,81.54,中报,2026-08-31,"[40.1, 26.67, -12.7]","[127.2, 38.35, -43.44]","[10.18, 7.48, 12.63]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+5.9%）; 成交量萎缩; 价格波动收窄; Stage1末期→即将进入Stage2,3.1,0.61,22.19,5.94
002440,闰土股份,C 制造业,深圳主板,True,基础过渡态,2026-06-18,9.99,10.23,9.92,9.22,16.14,6.58,51.82,-38.1,8.71,32.32,586146681.0,59306551.0,127.73,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '左杯沿到杯底距离过短，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': False, 'vcp_vol_shrink': True, 'high_trend_ok': False, 'vcp_tight_range': 31.0, 'vcp_vol_dry_up': np.True_, 'vcp_breakout': False, 'vcp_ranges': [29.69, 31.0], 'vcp_vols': [96360919.79, 37285824.55], 'vcp_resistance': 12.26}",False,7,True,True,False,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': False, 'ma200_turning_up': True, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': False, 'rps_120_ready': True, 'tech_signal_count': np.int64(2)}",0,16.54,中报,2026-08-31,"[2.25, 0.61, 31.59]","[40.09, 198.93, 275.19]","[5.52, 11.85, 11.01]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 成交量萎缩; 价格波动收窄; Stage1末期→即将进入Stage2,1.78,0.69,23.44,8.38
002539,云图控股,C 制造业,深圳主板,True,纯筑底股,2026-06-18,11.45,13.38,13.02,12.38,16.99,8.14,40.66,-32.61,-9.56,8.12,197243908.0,17031681.0,127.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,15,False,False,False,5,{'stage2_core_count': 5},0,16.35,中报,2026-08-31,"[1.1, 5.0, 6.83]","[1.32, 3.28, 19.85]","[4.35, 3.95, 5.11]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-7.5%）; 成交量萎缩; 价格波动收窄; 业绩加速,1.39,0.64,23.17,-7.48
002448,中原内配,C 制造业,深圳主板,True,纯筑底股,2026-06-18,13.25,14.27,13.51,12.78,17.7,7.47,77.38,-25.14,-3.21,11.34,211936799.0,15929412.0,127.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 31.83, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [12.52, 25.79, 31.83], 'vcp_vols': [27328603.67, 29318651.92, 25311578.21], 'vcp_resistance': 17.25}",True,8,False,False,False,6,{'stage2_core_count': 6},0,16.64,中报,2026-08-31,"[16.35, 18.49, 25.4]","[43.62, 99.76, 73.44]","[12.87, 11.95, 17.98]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+3.7%）; 成交量萎缩; 价格波动收窄; 业绩加速,3.33,0.64,24.4,3.7
002466,天齐锂业,C 制造业,深圳主板,True,高质量过渡态,2026-06-18,62.18,66.5,58.93,55.71,82.49,29.21,112.87,-24.62,-5.47,24.04,4675288344.0,74690833.0,126.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': False, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '柄部周期异常(31天)，标准1-4周'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': False, 'vcp_tight_range': 31.22, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [21.27, 13.55, 31.22], 'vcp_vols': [58008501.4, 33833377.27, 67808472.67], 'vcp_resistance': 81.71}",True,15,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,33.99,中报,2026-08-31,"[-26.5, -20.8, 98.44]","[226.64, 26.03, 263.1]","[29.54, 29.02, 55.4]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,4.04,1.01,24.08,11.6
002493,荣盛石化,C 制造业,深圳主板,True,纯筑底股,2026-06-18,11.21,12.04,11.96,11.39,16.24,7.96,40.83,-30.97,-1.84,22.38,870904612.0,76093696.0,125.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,10,False,False,False,5,{'stage2_core_count': 5},0,22.34,中报,2026-08-31,"[-7.09, -5.47, -19.13]","[45.64, 52.86, 307.03]","[1.15, 1.05, 8.27]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-1.6%）; 成交量萎缩; 价格波动收窄; 业绩加速,1.98,0.82,16.19,-1.56
002563,森马服饰,C 制造业,深圳主板,True,纯筑底股,2026-06-18,5.24,5.5,5.46,5.43,6.52,4.73,10.78,-19.63,-8.23,-3.14,82079276.0,15624639.0,123.82,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,8,False,False,False,5,{'stage2_core_count': 5},0,16.0,中报,2026-08-31,"[4.74, 3.17, 12.03]","[-29.6, -22.18, 45.65]","[5.38, 5.85, 8.99]",SEPA Stage 1: MA200 走平; 贴近MA200（-3.5%）; 成交量萎缩; 价格波动收窄; 业绩加速,0.59,0.66,11.39,-3.5
002470,金正大,C 制造业,深圳主板,True,纯筑底股,2026-06-18,2.07,2.62,2.34,2.2,3.82,1.66,24.7,-45.81,-15.85,19.65,239504193.0,115494304.0,123.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,13,False,False,False,4,{'stage2_core_count': 4},0,204.95,中报,2026-08-31,"[14.44, 19.07, 25.9]","[-115.73, -44.66, 20.68]","[-0.39, 0.34, 0.4]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-6.0%）; 成交量萎缩; 价格波动收窄; 业绩加速,2.44,0.41,21.46,-6.0
002392,北京利尔,C 制造业,深圳主板,True,高质量过渡态,2026-06-18,8.81,8.55,8.07,8.27,11.33,5.97,47.57,-22.24,-1.67,20.19,310591653.0,36022102.0,123.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': False, 'near_low': True, 'not_in_stage2': True}",{'reason': '柄部周期异常(25天)，标准1-4周'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 32.39, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [28.1, 32.39], 'vcp_vols': [17432314.03, 33592202.62], 'vcp_resistance': 10.96}",True,8,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,25.69,中报,2026-08-31,"[9.16, 10.17, 12.34]","[10.13, 22.78, 2.42]","[6.46, 5.86, 6.9]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+6.5%）; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,1.41,1.09,29.34,6.54
002438,江苏神通,C 制造业,深圳主板,True,基础过渡态,2026-06-18,15.46,16.43,16.1,15.44,20.02,11.21,37.91,-22.78,-3.5,2.93,151525567.0,9725275.0,122.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': False, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},False,3,True,True,False,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': False, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': False, 'rps_120_ready': False, 'tech_signal_count': np.int64(1)}",0,27.67,中报,2026-08-31,"[0.22, -0.65, -9.75]","[1.61, -3.6, -4.68]","[14.11, 13.32, 16.28]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+0.1%）; 成交量萎缩; Stage1末期→即将进入Stage2,1.54,0.78,25.02,0.12
