code,name,industry,board,is_stage1,label,date,close,ma50,ma150,ma200,52w_high,52w_low,pct_above_52w_low,pct_below_52w_high,return_20d_pct,return_120d_pct,amount_cny,volume,score,conditions,cup_handle_details,vcp_details,financial_pass,financial_score,is_transition,is_base_transition,is_high_quality_transition,stage2_core_count,transition_details,market_cap_cny,pe_ttm,next_report_period,next_report_deadline,rev_growth,profit_growth,profit_margin,matched_reason,ma200_change_pct,vol_contraction_ratio,range_pct,pct_off_ma200
002023,海特高新,C 制造业,深圳主板,True,纯筑底股,2026-06-18,12.6,12.19,12.37,12.35,15.84,9.8,28.57,-20.45,2.44,-1.1,496051882.0,39369253.0,102.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '柄部周期异常(25天)，标准1-4周'},{'reason': '不满足SEPA上升趋势前提'},True,8,False,False,False,6,{'stage2_core_count': 6},0,80.67,中报,2026-08-31,"[20.13, 18.13, 17.34]","[136.26, -1066.03, 46.82]","[10.57, -34.62, 6.58]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+2.1%）; 价格波动收窄; 业绩加速,0.38,1.06,20.6,2.05
002039,黔源电力,D 水电煤气,深圳主板,True,基础过渡态,2026-06-18,19.79,20.58,18.88,18.3,23.29,15.08,31.23,-15.03,0.1,9.16,279276929.0,14123920.0,101.79,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': False, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}","{'cup_valid': False, 'cup_high': 19.32, 'cup_low': 16.71, 'cup_depth_pct': 13.51, 'cup_days': 83, 'right_rim_price': 23.18, 'handle_valid': False, 'handle_high': 22.62, 'handle_low': 19.79, 'handle_depth_pct': 12.51, 'handle_days': 14, 'volume_contracting': False, 'price_breakout': False, 'volume_breakout': False, 'near_rim': True}",{'reason': '首轮回调幅度过小，无洗盘意义'},False,3,True,True,False,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': False, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': False, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,7.59,中报,2026-08-31,"[47.99, 69.98, 16.72]","[99.88, 178.64, 64.11]","[41.06, 33.95, 34.49]",SEPA Stage 1: MA200 走平; 价格波动收窄; Stage1末期→即将进入Stage2,3.06,1.36,20.05,8.11
002009,天奇股份,C 制造业,深圳主板,True,纯筑底股,2026-06-18,20.8,23.98,23.05,21.62,38.0,14.06,47.94,-45.26,-21.06,34.8,311137131.0,14962440.0,101.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': False, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},False,3,False,False,False,5,{'stage2_core_count': 5},0,123.15,中报,2026-08-31,"[-5.86, -6.66, 16.47]","[1951.68, -43.81]","[3.46, 1.92, 3.3]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-3.8%）; 成交量萎缩,2.47,0.49,35.03,-3.8
001282,三联锻造,C 制造业,深圳主板,True,纯筑底股,2026-06-18,22.15,20.09,21.09,21.31,28.4,16.52,34.08,-22.01,7.11,11.59,308595843.0,14017385.0,101.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': False, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},False,3,False,False,False,5,{'stage2_core_count': 5},0,44.84,中报,2026-08-31,"[7.45, 5.09, 1.55]","[-11.21, -24.97, -8.7]","[7.64, 6.69, 6.91]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+4.0%）; 成交量萎缩,-0.86,0.78,36.5,3.96
001228,永泰运,L 商务服务,深圳主板,True,纯筑底股,2026-06-18,27.68,30.41,29.58,28.34,35.18,22.84,21.19,-21.32,-6.04,9.32,51779815.0,1879000.0,101.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': False, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},False,3,False,False,False,5,{'stage2_core_count': 5},0,22.82,中报,2026-08-31,"[33.76, 48.38, -8.79]","[11.94, 29.15, -34.71]","[2.71, 2.18, 2.95]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-2.3%）; 成交量萎缩,1.08,0.83,27.23,-2.32
002001,新 和 成,C 制造业,深圳主板,True,纯筑底股,2026-06-18,28.0,32.16,29.13,27.67,39.14,20.31,37.86,-28.46,-6.17,20.02,1129697172.0,39805147.0,101.44,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': False, 'vcp_tight_range': 12.89, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [13.58, 21.2, 12.89], 'vcp_vols': [59180681.82, 38179187.94, 43833345.88], 'vcp_resistance': 31.74}",False,0,False,False,False,6,{'stage2_core_count': 6},0,12.65,中报,2026-08-31,"[5.45, 2.97, 15.72]","[33.57, 15.35, -2.75]","[32.17, 30.57, 29.16]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+1.2%）; 价格波动收窄,3.08,0.86,19.98,1.18
002064,华峰化学,C 制造业,深圳主板,True,纯筑底股,2026-06-18,9.5,10.71,10.74,10.17,13.84,6.31,50.55,-31.36,-6.5,-2.06,1150872262.0,117821156.0,98.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,13,False,False,False,4,{'stage2_core_count': 4},0,25.19,中报,2026-08-31,"[-11.11, -10.15, 7.17]","[-27.18, -15.96, 32.32]","[8.12, 7.73, 9.89]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-6.6%）; 价格波动收窄; 业绩加速,2.7,1.02,20.02,-6.62
002054,德美化工,C 制造业,深圳主板,True,纯筑底股,2026-06-18,7.32,8.12,8.39,8.06,11.99,6.26,16.93,-38.95,-6.87,2.66,64960386.0,8835114.0,97.04,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},False,3,False,False,False,3,{'stage2_core_count': 3},0,32.93,中报,2026-08-31,"[-0.88, -1.9, 23.91]",[78.75],"[3.54, 3.58, 6.82]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 成交量萎缩; 价格波动收窄,0.69,0.37,15.63,-9.23
002029,七 匹 狼,C 制造业,深圳主板,True,纯筑底股,2026-06-18,8.75,9.67,10.66,10.02,14.85,6.56,33.38,-41.08,-9.89,-23.65,301376693.0,34912711.0,96.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},False,5,False,False,False,3,{'stage2_core_count': 3},0,14.78,中报,2026-08-31,"[-7.69, -4.35, 4.9]","[56.19, 4.98, -74.09]","[20.61, 11.33, 4.54]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 成交量萎缩; 价格波动收窄,1.41,0.74,24.05,-12.64
001298,好上好,F 批发零售,深圳主板,True,纯筑底股,2026-06-18,20.97,21.85,21.49,22.06,29.32,13.56,54.65,-28.48,-6.38,6.61,203592784.0,9761198.0,96.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,15,False,False,False,3,{'stage2_core_count': 3},0,81.66,中报,2026-08-31,"[14.46, 15.72, 77.99]","[59.91, 152.79, 235.36]","[0.79, 0.91, 1.87]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-4.9%）; 价格波动收窄; 业绩加速,0.25,1.09,21.82,-4.93
001299,美能能源,D 水电煤气,深圳主板,True,基础过渡态,2026-06-18,10.5,11.63,10.32,10.06,14.28,7.98,31.58,-26.47,-12.13,22.38,66628022.0,6312060.0,96.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': False, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 26.53, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [13.91, 18.24, 26.53], 'vcp_vols': [15094580.73, 9575526.6, 14981286.97], 'vcp_resistance': 13.87}",False,0,True,True,False,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': False, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': False, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,24.93,中报,2026-08-31,"[17.28, 9.07, -9.98]","[21.56, 17.8, 5.61]","[12.82, 14.09, 12.57]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+4.4%）; Stage1末期→即将进入Stage2,2.82,1.25,37.89,4.4
002068,黑猫股份,C 制造业,深圳主板,True,纯筑底股,2026-06-18,10.45,9.53,9.39,9.74,12.83,8.13,28.54,-18.55,4.19,19.98,350338773.0,34545657.0,95.78,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},False,3,False,False,False,5,{'stage2_core_count': 5},0,,中报,2026-08-31,"[-12.1, -14.28, -12.94]","[-1483.97, -2353.52]","[-3.45, -5.42, -5.25]",SEPA Stage 1: MA200 走平; 贴近MA200（+7.3%）; 价格波动收窄,-1.34,1.45,18.97,7.33
001289,龙源电力,D 水电煤气,深圳主板,True,纯筑底股,2026-06-18,16.59,17.11,16.58,16.73,20.23,14.87,11.57,-17.99,-2.01,10.75,174208067.0,10343370.0,95.5,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},False,3,False,False,False,5,{'stage2_core_count': 5},0,25.27,中报,2026-08-31,"[-15.67, -18.39, -3.35]","[-15.78, -33.73, -13.54]","[23.31, 18.14, 24.79]",SEPA Stage 1: MA200 走平; 贴近MA200（-0.8%）; 价格波动收窄,0.98,1.46,22.01,-0.84
002107,沃华医药,C 制造业,深圳主板,True,纯筑底股,2026-06-18,5.88,6.95,6.72,6.62,8.47,5.25,12.0,-30.58,-11.84,1.55,43304902.0,7346580.0,95.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},False,3,False,False,False,3,{'stage2_core_count': 3},0,38.23,中报,2026-08-31,"[8.31, 6.96, 0.55]","[192.82, 163.02, 73.89]","[9.44, 10.87, 17.55]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 成交量萎缩; 价格波动收窄,-0.77,0.46,17.87,-11.17
002014,永新股份,C 制造业,深圳主板,True,纯筑底股,2026-06-18,10.32,11.0,11.41,11.3,12.57,10.04,2.79,-17.9,-4.8,-12.02,29545938.0,2864378.0,95.1,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},False,5,False,False,False,2,{'stage2_core_count': 2},0,14.3,中报,2026-08-31,"[6.56, 5.61, 10.81]","[1.3, -6.18, 2.76]","[11.5, 11.87, 9.78]",SEPA Stage 1: MA200 走平; 成交量萎缩; 价格波动收窄,-0.36,0.84,12.35,-8.68
002090,金智科技,C 制造业,深圳主板,True,纯筑底股,2026-06-18,9.24,10.65,11.55,11.41,13.6,8.89,3.94,-32.06,-14.44,-21.16,47427535.0,5138912.0,95.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,8,False,False,False,2,{'stage2_core_count': 2},0,56.41,中报,2026-08-31,"[-5.35, -11.97, 5.26]","[37.01, -10.59, 44.79]","[4.55, 4.2, 6.64]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 成交量萎缩; 价格波动收窄; 业绩加速,0.11,0.64,24.73,-19.01
002017,东信和平,C 制造业,深圳主板,True,纯筑底股,2026-06-18,15.96,17.93,20.52,21.98,36.02,10.47,52.44,-55.69,-9.11,-26.15,160199813.0,10006425.0,94.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,13,False,False,False,1,{'stage2_core_count': 1},0,56.56,中报,2026-08-31,"[-9.77, -4.71, 2.71]","[-6.02, -14.37, 6.12]","[11.72, 12.41, 15.12]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 成交量萎缩; 价格波动收窄; 业绩加速,-4.73,0.52,18.73,-27.39
002044,美年健康,Q 卫生,深圳主板,True,纯筑底股,2026-06-18,5.6,5.55,5.9,5.75,8.88,4.8,16.67,-36.94,-2.95,12.68,1768560488.0,314224182.0,94.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': False, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},False,0,False,False,False,3,{'stage2_core_count': 3},0,59.13,中报,2026-08-31,"[-3.01, -3.2, -9.71]","[-38.85, 13.56, -9.39]","[1.32, 3.58, -16.97]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-2.7%）; 成交量萎缩,0.33,0.62,25.31,-2.68
002091,江苏国泰,F 批发零售,深圳主板,True,纯筑底股,2026-06-18,7.61,8.63,8.75,8.6,10.52,6.68,13.92,-27.66,-12.12,-7.87,121232186.0,15860543.0,94.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},False,0,False,False,False,3,{'stage2_core_count': 3},0,5.61,中报,2026-08-31,"[2.06, 1.27, 8.93]","[8.62, 18.16, -10.88]","[5.4, 5.61, 3.77]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 成交量萎缩; 价格波动收窄,1.27,0.62,19.67,-11.54
001324,长青科技,C 制造业,深圳主板,True,纯筑底股,2026-06-18,18.08,19.61,19.34,19.54,24.1,17.0,6.35,-24.98,-8.96,2.26,40365637.0,2236795.0,93.85,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': False, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '非上升趋势，无标准杯柄'},{'reason': '不满足SEPA上升趋势前提'},True,8,False,False,False,3,{'stage2_core_count': 3},0,57.78,中报,2026-08-31,"[1.83, 4.94, 29.73]","[-23.03, -29.66, -9.89]","[11.3, 8.94, 9.63]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（-7.5%）; 价格波动收窄; 业绩加速,-1.68,0.97,23.18,-7.49
