code,name,industry,board,is_stage2,date,close,ma50,ma150,ma200,52w_high,52w_low,pct_above_52w_low,pct_below_52w_high,return_20d_pct,return_120d_pct,amount_cny,volume,score,conditions,cup_handle_details,vcp_details,pullback_details,financial_pass,financial_score,market_cap_cny,pe_ttm,next_report_period,next_report_deadline,rev_growth,profit_growth,profit_margin,matched_reason
002741,光华科技,C 制造业,深圳主板,True,2026-06-18,41.3,24.54,22.19,22.05,41.48,16.34,152.75,-0.43,79.18,109.11,4547987986.0,113792660.0,127.57,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': True, 'pullback_confirm': np.True_}","{'cup_valid': True, 'cup_high': 23.18, 'cup_low': 16.44, 'cup_depth_pct': 29.08, 'cup_days': 62, 'right_rim_price': 31.16, 'handle_valid': False, 'handle_high': 41.3, 'handle_low': 25.74, 'handle_depth_pct': 37.68, 'handle_days': 15, 'volume_contracting': False, 'price_breakout': False, 'volume_breakout': True, 'near_rim': True}","{'vcp_valid': True, 'vcp_status': '已突破', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 17.39, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': True, 'vcp_ranges': [12.6, 29.08, 17.39], 'vcp_vols': [16414230.0, 16087943.75, 53489944.12], 'vcp_resistance': 31.16}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,8,0,183.47,中报,2026-08-31,"[11.5, 14.5, 64.89]","[427.39, 1236.46, 63.45]","[4.44, 3.53, 4.25]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; VCP 波动收缩; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
002768,国恩股份,C 制造业,深圳主板,True,2026-06-18,54.5,40.44,37.57,36.38,55.22,16.78,224.79,-1.3,26.6,54.35,768507874.0,14301597.0,123.7,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_valid': True, 'cup_high': 40.42, 'cup_low': 30.51, 'cup_depth_pct': 24.52, 'cup_days': 77, 'right_rim_price': 46.04, 'handle_valid': False, 'handle_high': 54.5, 'handle_low': 41.58, 'handle_depth_pct': 23.71, 'handle_days': 15, 'volume_contracting': False, 'price_breakout': False, 'volume_breakout': True, 'near_rim': True}",{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,15,0,17.96,中报,2026-08-31,"[9.44, 10.57, 21.86]","[27.23, 16.12, 138.95]","[4.0, 3.87, 5.05]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
002805,丰元股份,C 制造业,深圳主板,True,2026-06-18,26.88,21.2,18.73,17.54,27.3,11.65,130.73,-1.54,17.48,65.52,828417907.0,31009796.0,116.46,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}",{'reason': '柄部周期异常(26天)，标准1-4周'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 27.66, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [16.79, 12.3, 27.66], 'vcp_vols': [19165961.88, 22192381.89, 18420351.84], 'vcp_resistance': 27.3}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,8,0,101.82,中报,2026-08-31,"[19.7, 56.18, 276.52]",,"[-35.39, -23.13, 5.35]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
002745,木林森,C 制造业,深圳主板,True,2026-06-18,11.33,9.61,9.37,9.29,11.83,7.45,52.08,-4.23,17.05,24.23,1206498227.0,105976139.0,116.13,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_valid': True, 'cup_high': 10.9, 'cup_low': 7.95, 'cup_depth_pct': 27.06, 'cup_days': 78, 'right_rim_price': 11.0, 'handle_valid': False, 'handle_high': 11.43, 'handle_low': 9.23, 'handle_depth_pct': 19.25, 'handle_days': 16, 'volume_contracting': False, 'price_breakout': False, 'volume_breakout': False, 'near_rim': True}",{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,13,0,40.36,中报,2026-08-31,"[-0.1, 3.13, 21.45]","[-41.2, -497.54, 206.97]","[1.75, -8.44, 8.83]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
002803,吉宏股份,F 批发零售,深圳主板,True,2026-06-18,23.9,20.47,18.51,18.34,24.13,12.59,89.83,-0.95,12.1,53.01,358041018.0,15203820.0,112.05,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}",{'reason': '柄部周期异常(26天)，标准1-4周'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 15.75, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [23.48, 15.75], 'vcp_vols': [9679212.42, 11971020.16], 'vcp_resistance': 23.49}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,3,0,32.22,中报,2026-08-31,"[29.29, 21.56, 22.12]","[96.43, 81.11, 56.72]","[5.13, 4.97, 5.43]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
002636,金安国纪,C 制造业,深圳主板,True,2026-06-18,104.41,52.25,31.83,27.21,105.28,8.55,1121.17,-0.83,145.27,582.86,4069360989.0,40699757.0,107.17,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,8,0,248.3,中报,2026-08-31,"[10.28, 10.67, 31.36]","[78.95, 920.53, 737.32]","[5.49, 6.83, 16.0]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002645,华宏科技,C 制造业,深圳主板,True,2026-06-18,36.1,23.82,16.6,15.73,36.61,6.88,424.71,-1.39,52.77,207.5,2601053126.0,73263789.0,106.61,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}",{'reason': '左杯沿到杯底距离过短，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': True, 'high_trend_ok': True, 'vcp_tight_range': 15.45, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [17.66, 15.45], 'vcp_vols': [44512110.0, 32625167.33], 'vcp_resistance': 14.69}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,8,0,95.1,中报,2026-08-31,"[34.94, 40.51, 74.93]","[571.51, 1427.95, 616.79]","[3.66, 2.75, 9.48]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002643,万润股份,C 制造业,深圳主板,True,2026-06-18,17.72,16.29,15.75,15.14,18.44,10.59,67.33,-3.9,6.17,24.61,597524695.0,33849067.0,106.1,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,10,0,41.43,中报,2026-08-31,"[2.31, 0.63, 17.89]","[0.4, 0.63, 5.59]","[13.97, 10.38, 11.28]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002733,雄韬股份,C 制造业,深圳主板,True,2026-06-18,35.09,30.53,24.77,23.9,37.98,15.23,130.4,-7.61,39.52,82.95,939656766.0,26718992.0,105.39,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,13,0,130.06,中报,2026-08-31,"[-9.38, -2.14, 18.43]","[-13.03, -11.71, 11.83]","[4.36, 2.41, 3.03]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002635,安洁科技,C 制造业,深圳主板,True,2026-06-18,18.2,16.8,14.9,14.75,19.43,12.52,45.37,-6.33,4.48,38.61,411831112.0,22572814.0,101.79,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}",{'reason': '左杯沿到杯底距离过短，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,13,0,118.34,中报,2026-08-31,"[-3.06, -0.97, 6.33]","[-55.52, -60.69, 15.34]","[2.79, 2.14, 3.02]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
