code,name,industry,board,is_stage2,date,close,ma50,ma150,ma200,52w_high,52w_low,pct_above_52w_low,pct_below_52w_high,return_20d_pct,return_120d_pct,amount_cny,volume,score,conditions,cup_handle_details,vcp_details,pullback_details,financial_pass,financial_score,market_cap_cny,pe_ttm,next_report_period,next_report_deadline,rev_growth,profit_growth,profit_margin,matched_reason
002378,章源钨业,C 制造业,深圳主板,True,2026-06-18,37.11,31.61,25.51,22.38,48.42,7.64,385.73,-23.36,32.06,170.68,5025292130.0,141461846.0,115.0,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': True, 'pullback_confirm': np.True_}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': True, 'vcp_status': '已突破', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': True, 'high_trend_ok': False, 'vcp_tight_range': 19.62, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': True, 'vcp_ranges': [34.79, 19.62], 'vcp_vols': [79573078.37, 62760722.5], 'vcp_resistance': 34.61}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,15,0,117.03,中报,2026-08-31,"[37.38, 41.62, 121.76]","[30.87, 68.64, 798.26]","[4.89, 5.55, 14.48]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; VCP 波动收缩; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
002384,东山精密,C 制造业,深圳主板,True,2026-06-18,273.0,198.87,122.17,108.57,277.6,30.66,790.41,-1.66,31.9,249.19,21311192154.0,79597628.0,113.34,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_valid': False, 'cup_high': 88.0, 'cup_low': 72.33, 'cup_depth_pct': 17.81, 'cup_days': 101, 'right_rim_price': 237.8, 'handle_valid': False, 'handle_high': 273.0, 'handle_low': 210.99, 'handle_depth_pct': 22.71, 'handle_days': 10, 'volume_contracting': False, 'price_breakout': False, 'volume_breakout': False, 'near_rim': True}","{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 13.74, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [17.81, 13.74], 'vcp_vols': [49435683.13, 85955577.4], 'vcp_resistance': 119.0}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,15,0,358.97,中报,2026-08-31,"[2.28, 9.12, 52.72]","[14.69, 28.38, 146.24]","[4.52, 3.47, 8.56]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002436,兴森科技,C 制造业,深圳主板,True,2026-06-18,52.06,33.03,25.78,24.45,52.58,11.24,363.17,-0.99,56.52,172.0,11770216347.0,239802619.0,109.01,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': False, 'vcp_vol_shrink': True, 'high_trend_ok': True, 'vcp_tight_range': 26.81, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [15.67, 26.81], 'vcp_vols': [96195477.73, 77427227.52], 'vcp_resistance': 26.82}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,0,0,,中报,2026-08-31,"[23.48, 23.68, 15.1]",[-527.86],"[-0.77, -1.45, -2.52]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
002491,通鼎互联,C 制造业,深圳主板,True,2026-06-18,31.58,20.98,12.19,10.53,31.58,4.8,557.92,0.0,45.26,458.94,1725393304.0,55444166.0,108.0,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}",{'reason': '柄部周期异常(26天)，标准1-4周'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 21.19, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [17.88, 25.53, 21.19], 'vcp_vols': [106482161.86, 162180158.07, 173357055.64], 'vcp_resistance': 26.95}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,8,0,603.82,中报,2026-08-31,"[12.71, 17.08, 61.13]","[-692.28, -187.07, -50.79]","[-1.73, -1.94, 6.05]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002552,宝鼎科技,C 制造业,深圳主板,True,2026-06-18,72.39,38.45,24.72,22.58,76.99,13.04,455.14,-5.97,99.97,353.0,1248811891.0,17453401.0,107.03,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_valid': False, 'cup_high': 21.3, 'cup_low': 15.29, 'cup_depth_pct': 28.22, 'cup_days': 67, 'right_rim_price': 64.96, 'handle_valid': False, 'handle_high': 72.39, 'handle_low': 53.37, 'handle_depth_pct': 26.27, 'handle_days': 7, 'volume_contracting': False, 'price_breakout': False, 'volume_breakout': False, 'near_rim': True}",{'reason': '收缩次数不足（需≥2轮）'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,13,0,266.43,中报,2026-08-31,"[3.13, 8.73, 41.97]","[-73.34, -59.99, 375.99]","[1.48, 3.35, 7.53]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002371,北方华创,C 制造业,深圳主板,True,2026-06-18,721.04,572.62,497.17,472.87,733.88,296.38,143.28,-1.75,8.76,62.81,7528527762.0,10461144.0,106.25,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_valid': False, 'cup_high': 523.88, 'cup_low': 424.08, 'cup_depth_pct': 19.05, 'cup_days': 81, 'right_rim_price': 698.19, 'handle_valid': False, 'handle_high': 721.04, 'handle_low': 585.74, 'handle_depth_pct': 18.76, 'handle_days': 18, 'volume_contracting': False, 'price_breakout': False, 'volume_breakout': False, 'near_rim': True}",{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,8,0,96.59,中报,2026-08-31,"[34.14, 31.89, 25.8]","[11.67, -5.0, 0.02]","[18.24, 13.74, 15.19]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002463,沪电股份,C 制造业,深圳主板,True,2026-06-18,147.9,112.88,86.01,81.55,149.9,34.65,326.84,-1.33,42.62,117.28,12271729868.0,83679015.0,105.67,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}","{'cup_valid': False, 'cup_high': 76.64, 'cup_low': 65.66, 'cup_depth_pct': 14.33, 'cup_days': 92, 'right_rim_price': 141.09, 'handle_valid': False, 'handle_high': 147.9, 'handle_low': 125.2, 'handle_depth_pct': 15.35, 'handle_days': 7, 'volume_contracting': False, 'price_breakout': False, 'volume_breakout': False, 'near_rim': True}",{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",False,7,0,74.53,中报,2026-08-31,"[49.96, 42.0, 53.91]","[48.25, 48.8, 63.35]","[20.08, 20.16, 19.98]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range
002353,杰瑞股份,C 制造业,深圳主板,True,2026-06-18,164.22,135.55,99.97,87.45,172.77,33.42,391.38,-4.95,24.06,132.41,3189690448.0,19107700.0,105.05,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': True, 'high_trend_ok': True, 'vcp_tight_range': 11.82, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [24.96, 11.82], 'vcp_vols': [24360426.05, 16539325.18], 'vcp_resistance': 150.11}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,10,0,61.1,中报,2026-08-31,"[29.49, 21.48, 22.48]","[13.15, 2.46, 23.35]","[17.9, 16.96, 17.91]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002484,江海股份,C 制造业,深圳主板,True,2026-06-18,108.06,57.07,38.43,36.52,111.11,17.93,502.68,-2.75,95.41,311.97,5500856179.0,50902261.0,104.25,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}","{'cup_valid': True, 'cup_high': 34.76, 'cup_low': 26.28, 'cup_depth_pct': 24.4, 'cup_days': 64, 'right_rim_price': 96.35, 'handle_valid': False, 'handle_high': 108.06, 'handle_low': 81.25, 'handle_depth_pct': 24.81, 'handle_days': 10, 'volume_contracting': False, 'price_breakout': False, 'volume_breakout': False, 'near_rim': True}","{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': False, 'vcp_vol_shrink': True, 'high_trend_ok': True, 'vcp_tight_range': 24.4, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [12.61, 24.4], 'vcp_vols': [30498088.87, 25966079.69], 'vcp_resistance': 34.76}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",False,7,0,134.99,中报,2026-08-31,"[16.34, 14.06, 19.52]","[7.56, 3.1, 7.57]","[13.05, 12.41, 11.89]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range
002407,多氟多,C 制造业,深圳主板,True,2026-06-18,38.78,34.4,32.06,28.58,43.89,10.9,255.78,-11.64,-4.97,38.5,6855759578.0,179912061.0,103.36,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_valid': True, 'cup_high': 36.76, 'cup_low': 25.49, 'cup_depth_pct': 30.66, 'cup_days': 93, 'right_rim_price': 42.7, 'handle_valid': False, 'handle_high': 40.14, 'handle_low': 32.76, 'handle_depth_pct': 18.39, 'handle_days': 19, 'volume_contracting': False, 'price_breakout': False, 'volume_breakout': False, 'near_rim': True}","{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 4, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': False, 'vcp_tight_range': 23.28, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [24.13, 10.19, 16.94, 23.28], 'vcp_vols': [103534291.04, 70886142.0, 82138774.0, 145023047.1], 'vcp_resistance': 42.7}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,15,0,106.95,中报,2026-08-31,"[-2.15, 14.95, 53.26]","[-63.69, 142.36, 638.56]","[0.96, 1.95, 13.42]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
