code,name,industry,board,is_stage1,label,date,close,ma50,ma150,ma200,52w_high,52w_low,pct_above_52w_low,pct_below_52w_high,return_20d_pct,return_120d_pct,amount_cny,volume,score,conditions,cup_handle_details,vcp_details,financial_pass,financial_score,is_transition,is_base_transition,is_high_quality_transition,stage2_core_count,transition_details,market_cap_cny,next_report_period,next_report_deadline,rev_growth,profit_growth,profit_margin,matched_reason,ma200_change_pct,vol_contraction_ratio,range_pct,pct_off_ma200,scanned_at
000758,中色股份,B 采矿业,深圳主板,True,高质量过渡态,2026-06-16,7.11,6.93,6.93,6.87,9.53,4.78,48.74,-25.39,1.57,17.91,582931399.0,82000763.0,170.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': True, 'high_trend_ok': False, 'vcp_tight_range': 18.15, 'vcp_vol_dry_up': np.True_, 'vcp_breakout': False, 'vcp_ranges': [32.3, 18.15], 'vcp_vols': [81149818.18, 50870744.76], 'vcp_resistance': 7.66}",True,13,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(2)}",0,中报,2026-08-31,"[-0.21, 13.48, 27.03]","[18.71, -1.38, 8.12]","[7.61, 5.07, 9.07]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+3.5%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,0.99,0.69,18.21,3.46,2026-06-16 23:39:29
600884,杉杉股份,Unknown,上海主板,True,高质量过渡态,2026-06-16,14.07,14.8,14.0,13.81,18.07,7.95,76.98,-22.14,-6.01,5.79,1148040158.0,82082298.0,169.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '柄部周期异常(29天)，标准1-4周'},{'reason': '首轮回调幅度过小，无洗盘意义'},True,10,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[11.48, 15.56, 11.99]","[994.7, 528.83, 624.39]","[2.22, 2.4, 6.44]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+1.9%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,2.7,0.74,21.32,1.91,2026-06-16 23:39:29
000408,藏格矿业,C 制造业,深圳主板,True,高质量过渡态,2026-06-16,76.34,82.64,77.98,72.01,95.62,34.94,118.49,-20.16,-4.77,6.99,1392353655.0,17759776.0,168.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '柄部周期异常(24天)，标准1-4周'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': True, 'high_trend_ok': False, 'vcp_tight_range': 19.82, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [13.81, 18.91, 19.82], 'vcp_vols': [25750043.17, 20295248.83, 14714865.68], 'vcp_resistance': 91.11}",True,15,True,True,True,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[3.35, 10.03, 29.61]","[47.44, 49.35, 110.46]","[114.21, 107.28, 219.28]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+6.0%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,4.62,0.82,18.31,6.01,2026-06-16 23:39:29
600295,鄂尔多斯,Unknown,上海主板,True,高质量过渡态,2026-06-16,13.84,14.48,13.98,13.05,18.06,8.49,63.02,-23.37,-2.4,28.03,177005813.0,12805768.0,168.5,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},True,15,True,True,True,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(2)}",0,中报,2026-08-31,"[-9.76, -9.37, 4.57]","[1.11, 35.46, 50.7]","[11.22, 10.36, 13.19]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+6.1%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,2.68,0.74,12.04,6.09,2026-06-16 23:39:29
002648,卫星化学,C 制造业,深圳主板,True,高质量过渡态,2026-06-16,22.33,25.78,22.11,21.26,29.72,15.43,44.72,-24.87,-13.62,38.87,1495605454.0,66256157.0,168.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},True,8,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(2)}",0,中报,2026-08-31,"[7.73, 0.92, 2.82]","[1.82, -12.48, 35.05]","[10.8, 11.52, 16.7]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+5.0%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,2.46,0.73,16.94,5.02,2026-06-16 23:39:29
002763,汇洁股份,C 制造业,深圳主板,True,高质量过渡态,2026-06-16,7.58,7.94,7.36,7.14,9.47,5.69,33.22,-19.96,-13.57,19.0,41718525.0,5513020.0,167.98,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 17.72, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [19.55, 17.72], 'vcp_vols': [10257760.67, 10414762.48], 'vcp_resistance': 9.14}",True,8,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[2.4, 1.61, -2.27]","[1.36, -20.76, 18.4]","[6.62, 2.71, 13.9]",SEPA Stage 1: MA200 走平; 贴近MA200（+6.1%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,2.25,0.67,19.84,6.11,2026-06-16 23:39:29
002216,三全食品,C 制造业,深圳主板,True,高质量过渡态,2026-06-16,12.07,12.75,11.76,11.49,14.38,10.14,19.03,-16.06,-7.51,13.55,83043776.0,6865295.0,166.53,"{'corrected_25pct': False, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},True,15,True,True,True,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[-2.44, -1.38, 10.58]","[0.4, 1.94, 29.11]","[7.92, 8.45, 10.98]",SEPA Stage 1: MA200 走平; 贴近MA200（+5.1%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,1.57,0.69,12.18,5.05,2026-06-16 23:39:29
002155,湖南黄金,B 采矿业,深圳主板,True,高质量过渡态,2026-06-16,26.6,27.19,26.45,25.05,43.1,16.66,59.66,-38.28,4.93,21.52,2244554608.0,85708054.0,166.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '柄部周期异常(72天)，标准1-4周'},{'reason': '首轮回调幅度过小，无洗盘意义'},True,10,True,True,True,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.True_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(2)}",0,中报,2026-08-31,"[96.26, 80.26, 43.51]","[55.27, 75.99, 77.85]","[2.55, 3.01, 3.22]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+6.2%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,2.69,0.59,21.43,6.17,2026-06-16 23:39:29
002386,天原股份,C 制造业,深圳主板,True,高质量过渡态,2026-06-16,5.88,6.23,5.97,5.8,7.44,4.48,31.25,-20.97,-9.26,11.79,101857216.0,17380095.0,166.0,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': True, 'volume_contracting': True, 'tight_range': True, 'near_low': True, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},True,10,True,True,True,7,"{'stage2_core_count': 7, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[-14.89, -15.47, 16.38]","[309.35, 21.68, 1206.7]","[0.05, 0.26, 1.99]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 贴近MA200（+1.4%）; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,1.04,0.54,18.78,1.41,2026-06-16 23:39:29
600499,科达制造,Unknown,上海主板,True,高质量过渡态,2026-06-16,15.86,17.22,15.49,14.52,20.78,9.7,63.51,-23.68,-3.06,18.54,391184140.0,24627284.0,150.59,"{'corrected_25pct': True, 'ma200_flattening': True, 'near_ma200': False, 'volume_contracting': True, 'tight_range': True, 'near_low': False, 'not_in_stage2': True}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},True,10,True,True,True,8,"{'stage2_core_count': 8, 'is_base_transition': np.True_, 'is_high_quality_transition': True, 'ma200_turning_up': True, 'volume_turning_up': np.False_, 'pattern_ready': False, 'financial_ready': True, 'rps_120_ready': True, 'tech_signal_count': np.int64(1)}",0,中报,2026-08-31,"[47.19, 38.01, 25.48]","[118.92, 68.17, 73.41]","[14.54, 12.46, 19.13]",SEPA Stage 1: 从高点回调 ≥20%; MA200 走平; 成交量萎缩; 价格波动收窄; 业绩加速; 高质量过渡态：技术面+业绩+RPS三重共振,3.77,0.79,22.84,9.2,2026-06-16 23:39:29
