code,name,industry,board,is_stage2,date,close,ma50,ma150,ma200,52w_high,52w_low,pct_above_52w_low,pct_below_52w_high,return_20d_pct,return_120d_pct,amount_cny,volume,score,conditions,cup_handle_details,vcp_details,pullback_details,financial_pass,financial_score,market_cap_cny,next_report_period,next_report_deadline,rev_growth,profit_growth,profit_margin,matched_reason
002768,国恩股份,C 制造业,深圳主板,True,2026-06-12,69.94,57.22,54.82,53.1,70.31,24.81,181.9,-0.53,12.23,29.35,576862654.0,8404449.0,124.47,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 62.32, 'handle_low': 61.46, 'handle_depth_pct': 12.12, 'cup_depth_pct': 27.63, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 18.17, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(15.82), np.float64(19.44)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,15,0,中报,2026-08-31,"[9.44, 10.57, 21.86]","[27.23, 16.12, 138.95]","[4.0, 3.87, 5.05]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
301323,新莱福,C 制造业,创业板,True,2026-06-12,103.78,73.81,62.31,61.17,103.78,39.6,162.07,0.0,39.92,89.14,709019802.0,7150651.0,123.0,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 76.63, 'handle_low': 77.4, 'handle_depth_pct': 25.42, 'cup_depth_pct': 38.93, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 2, 'vcp_vol_declining': True, 'vcp_tight_range': 40.13, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(11.6), np.float64(24.12)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,13,0,中报,2026-08-31,"[8.7, 10.27, 32.89]","[-4.04, -6.66, 31.97]","[14.54, 13.97, 14.45]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
300334,津膜科技,C 制造业,创业板,True,2026-06-12,13.41,8.13,7.75,7.62,13.49,6.31,112.52,-0.59,58.51,84.71,703636073.0,54205533.0,122.41,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 8.63, 'handle_low': 7.27, 'handle_depth_pct': 45.79, 'cup_depth_pct': 21.09, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 89.47, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(2.3), np.float64(16.42)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,13,0,中报,2026-08-31,"[-3.71, -1.48, 81.24]","[-38.36, -438.36, 12.98]","[1.73, -13.22, 2.56]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
002832,比音勒芬,C 制造业,深圳主板,True,2026-06-12,21.37,18.61,16.35,16.18,21.46,14.25,49.96,-0.42,4.6,43.04,419697482.0,20064860.0,119.24,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 20.43, 'handle_low': 18.64, 'handle_depth_pct': 12.77, 'cup_depth_pct': 29.56, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 16.57, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(4.07), np.float64(3.78)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,13,0,中报,2026-08-31,"[6.71, 7.73, 18.36]","[-18.7, -29.45, 16.53]","[19.35, 12.77, 25.37]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
300331,苏大维格,C 制造业,创业板,True,2026-06-12,65.91,52.04,43.36,40.29,69.0,20.13,227.42,-4.48,20.6,115.11,1965617448.0,29539310.0,118.52,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 56.78, 'handle_low': 51.28, 'handle_depth_pct': 22.2, 'cup_depth_pct': 48.15, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}","{'vcp_contractions': 2, 'vcp_vol_declining': True, 'vcp_tight_range': 38.69, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(18.12), np.float64(22.08)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,13,0,中报,2026-08-31,"[7.96, 10.82, 15.0]","[4.68, -9.13, 135.1]","[2.39, -1.12, 8.55]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
002971,和远气体,C 制造业,深圳主板,True,2026-06-12,58.03,34.54,32.94,32.74,58.03,20.44,183.9,0.0,40.82,80.22,3325475350.0,57769076.0,118.0,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 41.21, 'handle_low': 31.9, 'handle_depth_pct': 45.03, 'cup_depth_pct': 32.54, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 3, 'vcp_vol_declining': False, 'vcp_tight_range': 87.62, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(8.77), np.float64(18.48), np.float64(22.59)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,8,0,中报,2026-08-31,"[3.33, 8.55, 10.54]","[-0.05, -12.84, -24.5]","[4.85, 3.87, 4.75]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
003022,联泓新科,C 制造业,深圳主板,True,2026-06-12,25.31,23.71,21.3,21.08,27.49,14.8,71.01,-7.93,0.72,32.03,1065939455.0,41166165.0,117.07,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 27.49, 'handle_low': 22.77, 'handle_depth_pct': 11.95, 'cup_depth_pct': 33.9, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}","{'vcp_contractions': 3, 'vcp_vol_declining': False, 'vcp_tight_range': 20.93, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(10.05), np.float64(10.07), np.float64(12.73)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,15,0,中报,2026-08-31,"[-8.02, 1.11, 45.93]","[37.18, 19.46, 147.38]","[5.24, 5.01, 8.19]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
603976,正川股份,Unknown,上海主板,True,2026-06-12,27.19,21.27,20.45,20.38,27.5,16.59,63.89,-1.13,28.32,37.53,337555551.0,12829620.0,116.87,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 21.58, 'handle_low': 20.83, 'handle_depth_pct': 23.39, 'cup_depth_pct': 19.0, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 3, 'vcp_vol_declining': False, 'vcp_tight_range': 35.94, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(4.49), np.float64(7.72), np.float64(3.71)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,8,0,中报,2026-08-31,"[-24.92, -17.07, 29.12]","[-68.54, -64.5, -37.44]","[3.57, 2.85, 3.27]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
300747,锐科激光,C 制造业,创业板,True,2026-06-12,47.96,37.38,31.5,30.54,52.26,19.66,143.95,-8.23,28.82,83.05,3311780948.0,66188031.0,116.77,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 39.39, 'handle_low': 36.18, 'handle_depth_pct': 25.94, 'cup_depth_pct': 36.58, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}","{'vcp_contractions': 3, 'vcp_vol_declining': False, 'vcp_tight_range': 47.46, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(17.27), np.float64(20.15), np.float64(10.49)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,15,0,中报,2026-08-31,"[6.67, 8.43, 20.06]","[3.69, 20.79, 136.81]","[5.15, 4.91, 5.03]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
688689,银河微电,Unknown,科创板,True,2026-06-11,46.82,38.84,32.8,31.47,47.24,21.08,122.11,-0.89,11.29,74.64,352639797.0,7797188.0,116.11,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 42.07, 'handle_low': 37.8, 'handle_depth_pct': 19.27, 'cup_depth_pct': 39.58, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 28.02, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(9.23), np.float64(19.43)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,7,0,中报,2026-08-31,"[16.72, 15.46, 22.37]","[-9.45, 3.84, 299.53]","[5.27, 6.76, 5.5]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
600596,新安股份,Unknown,上海主板,True,2026-06-12,14.36,12.47,12.02,11.63,15.81,7.75,85.29,-9.17,21.28,31.14,1345909515.0,93060935.0,115.83,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 13.59, 'handle_low': 11.62, 'handle_depth_pct': 21.7, 'cup_depth_pct': 23.62, 'volume_contracting': False, 'near_rim': False, 'volume_breakout': False}","{'vcp_contractions': 3, 'vcp_vol_declining': False, 'vcp_tight_range': 37.6, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(13.8), np.float64(23.62), np.float64(7.92)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,15,0,中报,2026-08-31,"[-1.09, -0.28, 12.69]","[-44.63, 117.26, 143.83]","[0.74, 0.87, 2.44]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
603020,爱普股份,Unknown,上海主板,True,2026-06-12,13.04,10.96,10.72,10.53,13.04,8.53,52.87,0.0,19.85,31.32,304141347.0,23846830.0,115.62,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 11.97, 'handle_low': 9.7, 'handle_depth_pct': 25.61, 'cup_depth_pct': 21.47, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 3, 'vcp_vol_declining': False, 'vcp_tight_range': 36.54, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(12.67), np.float64(16.74), np.float64(7.63)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,8,0,中报,2026-08-31,"[-10.24, -7.98, 3.18]","[18.01, -38.63, -2.42]","[7.54, 4.75, 6.49]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
002407,多氟多,C 制造业,深圳主板,True,2026-06-12,39.67,33.47,31.74,28.05,43.89,10.9,263.94,-9.61,9.34,26.78,10430392512.0,270837962.0,115.39,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 37.92, 'handle_low': 32.76, 'handle_depth_pct': 23.28, 'cup_depth_pct': 32.78, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 4, 'vcp_vol_declining': False, 'vcp_tight_range': 39.07, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(24.13), np.float64(10.19), np.float64(16.94), np.float64(13.03)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,15,0,中报,2026-08-31,"[-2.15, 14.95, 53.26]","[-63.69, 142.36, 638.56]","[0.96, 1.95, 13.42]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
603120,肯特催化,Unknown,上海主板,True,2026-06-12,57.84,45.22,42.36,42.16,57.84,35.2,64.32,0.0,8.54,51.06,572307798.0,10078406.0,115.0,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 53.29, 'handle_low': 46.8, 'handle_depth_pct': 19.09, 'cup_depth_pct': 33.95, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}",{'reason': '收缩次数不足（需≥2轮）'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,5,0,中报,2026-08-31,"[0.62, -0.91, 14.19]","[-8.18, -11.85, 10.3]","[11.72, 13.49, 11.77]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
600110,诺德股份,Unknown,上海主板,True,2026-06-12,12.94,10.59,8.47,8.11,13.44,3.23,300.62,-3.72,27.99,81.49,3628316808.0,279825152.0,114.28,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 11.45, 'handle_low': 9.29, 'handle_depth_pct': 28.21, 'cup_depth_pct': 43.06, 'volume_contracting': False, 'near_rim': False, 'volume_breakout': True}","{'vcp_contractions': 3, 'vcp_vol_declining': False, 'vcp_tight_range': 46.09, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(12.65), np.float64(12.87), np.float64(18.86)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,8,0,中报,2026-08-31,"[29.21, 38.86, 80.42]",[-856.73],"[-2.05, -4.26, 1.66]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
603650,彤程新材,Unknown,上海主板,True,2026-06-12,59.43,54.75,51.31,48.0,66.8,29.72,99.97,-11.03,4.19,33.58,3298551486.0,52550184.0,113.97,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 63.69, 'handle_low': 50.89, 'handle_depth_pct': 20.86, 'cup_depth_pct': 31.36, 'volume_contracting': False, 'near_rim': False, 'volume_breakout': True}","{'vcp_contractions': 2, 'vcp_vol_declining': True, 'vcp_tight_range': 34.0, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(15.69), np.float64(22.48)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,15,0,中报,2026-08-31,"[4.06, 4.85, 22.51]","[11.45, 8.06, 10.97]","[19.99, 16.84, 17.39]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
300568,星源材质,C 制造业,创业板,True,2026-06-12,18.17,16.38,15.38,14.83,18.96,9.73,86.74,-4.17,9.79,10.19,2887495166.0,159672351.0,113.83,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 18.35, 'handle_low': 15.5, 'handle_depth_pct': 15.12, 'cup_depth_pct': 28.01, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 3, 'vcp_vol_declining': False, 'vcp_tight_range': 27.08, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(18.41), np.float64(7.59), np.float64(9.77)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,8,0,中报,2026-08-31,"[13.53, 16.5, 21.53]","[-59.94, -80.09, -22.83]","[4.75, 1.79, 3.6]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
301377,鼎泰高科,C 制造业,创业板,True,2026-06-12,471.3,274.67,190.74,162.15,477.37,25.91,1718.99,-1.27,90.28,300.97,3049840988.0,6561676.0,113.73,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}","{'cup_high': 247.69, 'handle_low': 247.99, 'handle_depth_pct': 47.38, 'cup_depth_pct': 56.12, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}",{'reason': '收缩次数不足（需≥2轮）'},"{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,15,0,中报,2026-08-31,"[29.13, 35.7, 92.33]","[62.81, 89.89, 260.76]","[19.28, 20.14, 31.96]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
000691,亚太实业,C 制造业,深圳主板,True,2026-06-12,9.97,8.25,8.22,7.88,10.42,3.18,213.52,-4.32,17.57,27.98,194904434.0,19420210.0,113.68,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 10.42, 'handle_low': 8.25, 'handle_depth_pct': 17.25, 'cup_depth_pct': 36.37, 'volume_contracting': False, 'near_rim': False, 'volume_breakout': True}","{'vcp_contractions': 4, 'vcp_vol_declining': False, 'vcp_tight_range': 29.03, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(10.89), np.float64(9.75), np.float64(11.82), np.float64(5.61)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,8,0,中报,2026-08-31,"[1.2, 17.61, 59.72]",,"[-11.85, -6.45, 6.57]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
002254,泰和新材,C 制造业,深圳主板,True,2026-06-12,18.06,12.86,11.74,11.36,18.92,9.19,96.52,-4.55,27.54,93.36,2359419389.0,133290929.0,113.45,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 14.87, 'handle_low': 13.45, 'handle_depth_pct': 28.91, 'cup_depth_pct': 38.2, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 3, 'vcp_vol_declining': False, 'vcp_tight_range': 45.88, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(12.97), np.float64(14.25), np.float64(27.41)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,8,0,中报,2026-08-31,"[-6.5, -8.5, -0.61]","[-86.02, -81.12, 142.09]","[0.49, 0.15, 2.06]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
300263,隆华科技,C 制造业,创业板,True,2026-06-12,15.44,11.37,10.17,9.77,16.57,6.73,129.42,-6.82,12.87,88.29,4084067470.0,259180067.0,113.18,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 13.68, 'handle_low': 11.34, 'handle_depth_pct': 26.55, 'cup_depth_pct': 41.37, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}",{'reason': '收缩次数不足（需≥2轮）'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,10,0,中报,2026-08-31,"[20.49, 13.39, 29.74]","[11.67, 29.03, 33.26]","[8.14, 6.28, 7.9]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
688662,富信科技,Unknown,科创板,True,2026-06-12,150.8,80.13,61.22,57.61,153.6,33.3,352.85,-1.82,72.62,227.9,2705516508.0,18237834.0,113.18,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 87.36, 'handle_low': 83.18, 'handle_depth_pct': 44.84, 'cup_depth_pct': 46.23, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 89.09, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(18.76), np.float64(27.71)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,5,0,中报,2026-08-31,"[6.79, 3.68, 4.33]","[0.73, -9.07, 19.9]","[8.0, 7.63, 7.2]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
