code,name,industry,board,is_stage2,date,close,ma50,ma150,ma200,52w_high,52w_low,pct_above_52w_low,pct_below_52w_high,return_20d_pct,return_120d_pct,amount_cny,volume,score,conditions,cup_handle_details,vcp_details,pullback_details,financial_pass,financial_score,market_cap_cny,next_report_period,next_report_deadline,rev_growth,profit_growth,profit_margin,matched_reason
300854,中兰环保,N 公共环保,创业板,True,2026-06-12,31.45,25.35,18.21,17.24,34.4,10.79,191.47,-8.58,24.85,162.3,169352250.0,5446981.0,99.42,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_high': 25.79, 'handle_low': 26.5, 'handle_depth_pct': 21.46, 'cup_depth_pct': 57.04, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 38.77, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(13.32), np.float64(20.22)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,8,0,中报,2026-08-31,"[-9.01, -20.96, -20.8]","[-316.69, -857.58, 139.88]","[-5.93, -18.05, 22.56]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
688120,华海清科,Unknown,科创板,True,2026-06-12,184.0,159.45,131.01,122.07,223.39,70.6,160.62,-17.63,-3.63,78.24,3672777162.0,19278338.0,99.37,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 190.93, 'handle_low': 171.51, 'handle_depth_pct': 19.36, 'cup_depth_pct': 44.15, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 2, 'vcp_vol_declining': True, 'vcp_tight_range': 34.01, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(10.84), np.float64(17.98)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,7,0,中报,2026-08-31,"[30.28, 36.46, 31.66]","[9.81, 5.86, 5.95]","[24.78, 23.31, 20.58]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
300475,香农芯创,F 批发零售,创业板,True,2026-06-12,187.5,170.59,157.64,136.24,209.86,27.65,578.12,-10.65,-1.52,31.14,9177996793.0,48035464.0,99.35,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}","{'cup_high': 200.5, 'handle_low': 159.13, 'handle_depth_pct': 22.21, 'cup_depth_pct': 39.16, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 30.98, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(25.82), np.float64(28.24)]}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,10,0,中报,2026-08-31,"[59.9, 45.24, 200.6]","[-1.67, 169.5, 9661.56]","[1.31, 1.97, 5.65]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
600060,海信视像,Unknown,上海主板,True,2026-06-12,27.73,24.58,24.25,23.9,28.38,20.56,34.87,-2.29,8.87,10.35,1093573408.0,40220298.0,99.33,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}","{'cup_high': 25.6, 'handle_low': 24.17, 'handle_depth_pct': 13.62, 'cup_depth_pct': 17.23, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 4, 'vcp_vol_declining': False, 'vcp_tight_range': 18.4, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(7.61), np.float64(12.45), np.float64(6.9), np.float64(5.59)]}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,10,0,中报,2026-08-31,"[5.36, -1.45, 2.58]","[21.8, 9.15, 9.58]","[4.44, 4.87, 4.99]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002353,杰瑞股份,C 制造业,深圳主板,True,2026-06-12,144.9,131.18,97.13,85.22,162.23,33.42,333.57,-10.68,5.6,100.22,4532996229.0,29897676.0,99.32,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_high': 150.11, 'handle_low': 132.37, 'handle_depth_pct': 15.48, 'cup_depth_pct': 54.93, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}","{'vcp_contractions': 2, 'vcp_vol_declining': True, 'vcp_tight_range': 24.65, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(24.96), np.float64(11.82)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': False}",True,10,0,中报,2026-08-31,"[29.49, 21.48, 22.48]","[13.15, 2.46, 23.35]","[17.9, 16.96, 17.91]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
601958,金钼股份,Unknown,上海主板,True,2026-06-12,25.52,21.04,18.89,17.92,27.65,10.08,153.17,-7.7,21.29,79.84,416003919.0,16301094.0,99.3,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_high': 26.48, 'handle_low': 20.8, 'handle_depth_pct': 22.53, 'cup_depth_pct': 46.98, 'volume_contracting': False, 'near_rim': False, 'volume_breakout': False}","{'vcp_contractions': 2, 'vcp_vol_declining': True, 'vcp_tight_range': 35.61, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(20.09), np.float64(33.35)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",False,7,0,中报,2026-08-31,"[7.8, 1.94, 26.67]","[3.67, 5.88, 33.47]","[23.45, 25.36, 24.03]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range
600522,中天科技,Unknown,上海主板,True,2026-06-12,48.6,38.26,26.61,24.14,54.48,12.78,280.28,-10.79,18.57,182.23,16532537299.0,330123533.0,99.21,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}","{'cup_high': 44.1, 'handle_low': 39.05, 'handle_depth_pct': 28.32, 'cup_depth_pct': 61.81, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 44.32, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(17.0), np.float64(14.01)]}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,10,0,中报,2026-08-31,"[10.66, 9.25, 34.71]","[2.35, 3.76, 51.84]","[6.21, 5.59, 7.21]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
688668,鼎通科技,Unknown,科创板,True,2026-06-12,423.23,251.28,164.77,149.9,440.0,49.64,752.6,-3.81,72.3,306.8,2625782843.0,6265727.0,99.19,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_high': 252.11, 'handle_low': 259.63, 'handle_depth_pct': 39.16, 'cup_depth_pct': 64.3, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}",{'reason': '收缩次数不足（需≥2轮）'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",False,3,0,中报,2026-08-31,"[64.45, 53.89, 20.78]","[125.39, 118.77, 52.13]","[15.27, 15.2, 17.59]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range
300503,昊志机电,C 制造业,创业板,True,2026-06-12,78.9,68.41,53.38,47.39,93.79,19.95,295.49,-15.88,11.03,114.17,1986657842.0,24922898.0,99.12,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_high': 72.71, 'handle_low': 69.85, 'handle_depth_pct': 21.72, 'cup_depth_pct': 51.95, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}",{'reason': '收缩次数不足（需≥2轮）'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': False}",True,15,0,中报,2026-08-31,"[18.1, 22.04, 72.88]","[49.84, 43.19, 482.02]","[10.64, 7.47, 18.24]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
600353,旭光电子,Unknown,上海主板,True,2026-06-12,28.69,19.74,17.58,17.51,32.27,9.73,194.86,-11.09,36.42,81.93,3450743358.0,114280218.0,98.91,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 21.04, 'handle_low': 21.06, 'handle_depth_pct': 29.66, 'cup_depth_pct': 34.7, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 2, 'vcp_vol_declining': True, 'vcp_tight_range': 54.92, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(8.67), np.float64(28.92)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,0,0,中报,2026-08-31,"[5.57, 3.06, 8.77]","[35.85, 64.56, -8.05]","[8.1, 9.2, 6.88]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
300666,江丰电子,C 制造业,创业板,True,2026-06-12,274.08,183.18,135.65,122.71,338.88,67.56,305.68,-19.12,44.65,218.22,14147876610.0,48024310.0,98.88,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 189.48, 'handle_low': 183.4, 'handle_depth_pct': 37.28, 'cup_depth_pct': 54.06, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 86.54, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(12.11), np.float64(22.87)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,8,0,中报,2026-08-31,"[25.37, 27.72, 30.49]","[62.97, 51.38, 17.01]","[10.98, 9.0, 14.14]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
301217,铜冠铜箔,C 制造业,创业板,True,2026-06-12,141.8,77.98,49.57,45.05,148.0,10.52,1247.91,-4.19,70.43,329.31,6496831676.0,46106164.0,98.81,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}","{'cup_high': 99.01, 'handle_low': 82.93, 'handle_depth_pct': 41.52, 'cup_depth_pct': 69.78, 'volume_contracting': False, 'near_rim': False, 'volume_breakout': False}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 83.85, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(11.64), np.float64(30.03)]}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,3,0,中报,2026-08-31,"[47.13, 41.75, 32.04]","[-1008.97, 2138.17]","[1.32, 0.94, 5.77]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range
300236,上海新阳,C 制造业,创业板,True,2026-06-12,95.73,91.07,76.53,71.41,114.27,34.54,177.16,-16.22,-2.2,61.73,2481860584.0,24766893.0,98.78,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}","{'cup_high': 102.21, 'handle_low': 87.83, 'handle_depth_pct': 19.56, 'cup_depth_pct': 44.18, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}","{'vcp_contractions': 3, 'vcp_vol_declining': False, 'vcp_tight_range': 31.56, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(15.22), np.float64(12.99), np.float64(18.74)]}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,15,0,中报,2026-08-31,"[30.62, 31.28, 33.05]","[62.68, 71.6, 103.11]","[15.17, 15.54, 17.98]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
603867,新化股份,Unknown,上海主板,True,2026-06-12,39.04,35.68,31.42,31.09,43.98,23.13,68.79,-11.23,7.02,51.26,431760328.0,10864273.0,98.77,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_high': 38.66, 'handle_low': 36.76, 'handle_depth_pct': 12.79, 'cup_depth_pct': 37.92, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}",{'reason': '收缩次数不足（需≥2轮）'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,10,0,中报,2026-08-31,"[0.36, -0.76, 7.45]","[1.39, 10.03, 10.64]","[9.86, 10.28, 11.32]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
688183,生益电子,Unknown,科创板,True,2026-06-12,123.65,109.17,97.55,92.62,144.21,28.63,331.89,-14.26,27.26,22.43,5975550399.0,47286572.0,98.74,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 120.14, 'handle_low': 98.79, 'handle_depth_pct': 28.7, 'cup_depth_pct': 36.05, 'volume_contracting': False, 'near_rim': False, 'volume_breakout': False}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 50.72, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(14.99), np.float64(19.13)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,3,0,中报,2026-08-31,"[114.79, 102.57, 52.62]","[497.61, 343.76, 122.16]","[16.32, 15.52, 18.45]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
603083,剑桥科技,Unknown,上海主板,True,2026-06-12,182.99,165.73,129.97,121.74,219.49,35.46,416.05,-16.63,-2.58,55.45,7035763777.0,38267546.0,98.37,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}","{'cup_high': 197.5, 'handle_low': 171.08, 'handle_depth_pct': 18.14, 'cup_depth_pct': 49.0, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 32.02, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(26.95), np.float64(19.68)]}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': False}",True,15,0,中报,2026-08-31,"[21.57, 32.07, 43.98]","[61.17, 33.26, 221.03]","[7.41, 4.61, 7.55]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
301571,国科天成,C 制造业,创业板,True,2026-06-12,67.56,65.83,58.2,55.21,78.0,42.44,59.19,-13.38,5.78,34.05,804899630.0,11803058.0,98.35,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}","{'cup_high': 77.14, 'handle_low': 53.95, 'handle_depth_pct': 20.15, 'cup_depth_pct': 38.16, 'volume_contracting': False, 'near_rim': False, 'volume_breakout': True}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 32.5, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(17.55), np.float64(15.02)]}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,12,0,中报,2026-08-31,"[11.31, 14.86, 67.13]","[4.53, 16.42, 116.16]","[16.58, 18.51, 11.6]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
688146,中船特气,Unknown,科创板,True,2026-06-12,302.0,121.71,69.62,62.65,349.8,27.35,1004.2,-13.66,107.49,658.22,8786424759.0,28442317.0,98.34,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}","{'cup_high': 145.55, 'handle_low': 126.13, 'handle_depth_pct': 63.94, 'cup_depth_pct': 72.97, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}","{'vcp_contractions': 2, 'vcp_vol_declining': False, 'vcp_tight_range': 195.44, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(14.89), np.float64(19.89)]}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,12,0,中报,2026-08-31,"[16.27, 17.18, 36.0]","[4.87, 13.68, 16.86]","[15.27, 15.29, 14.44]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
002935,天奥电子,C 制造业,深圳主板,True,2026-06-12,22.2,20.25,20.22,19.2,27.7,14.4,54.17,-19.86,7.35,15.93,250133907.0,11434346.0,98.2,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 26.18, 'handle_low': 18.36, 'handle_depth_pct': 17.3, 'cup_depth_pct': 34.0, 'volume_contracting': True, 'near_rim': False, 'volume_breakout': False}",{'reason': '收缩次数不足（需≥2轮）'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,10,0,中报,2026-08-31,"[-7.12, 1.65, 9.29]","[-46.25, -4.51, 0.96]","[2.84, 6.61, -5.11]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
601869,长飞光纤,Unknown,上海主板,True,2026-06-12,436.5,388.24,225.11,190.46,495.0,31.57,1282.64,-11.82,16.57,343.46,6630991955.0,14907052.0,98.18,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_high': 412.0, 'handle_low': 363.93, 'handle_depth_pct': 24.86, 'cup_depth_pct': 78.33, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}","{'vcp_contractions': 2, 'vcp_vol_declining': True, 'vcp_tight_range': 40.88, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(14.1), np.float64(11.55)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': False}",True,10,0,中报,2026-08-31,"[18.18, 16.85, 27.7]","[4.06, 51.73, 230.25]","[5.26, 6.19, 15.84]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
603211,晋拓股份,Unknown,上海主板,True,2026-06-12,29.78,27.49,23.26,22.25,33.78,16.56,79.83,-11.84,-2.26,57.9,517353040.0,16888500.0,98.16,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}","{'cup_high': 30.89, 'handle_low': 26.5, 'handle_depth_pct': 19.92, 'cup_depth_pct': 37.13, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': True}","{'vcp_contractions': 2, 'vcp_vol_declining': True, 'vcp_tight_range': 32.47, 'vcp_vol_dry_up': False, 'vcp_ranges': [np.float64(5.97), np.float64(14.93)]}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,0,0,中报,2026-08-31,"[11.24, 9.17, 12.09]","[30.58, 36.99, -36.67]","[5.99, 5.17, 3.25]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
603002,XD宏昌电,Unknown,上海主板,True,2026-06-12,17.43,14.6,10.52,9.84,18.72,5.5,216.91,-6.89,15.2,133.33,1793575004.0,100136828.0,98.11,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}","{'cup_high': 16.34, 'handle_low': 14.97, 'handle_depth_pct': 18.46, 'cup_depth_pct': 57.04, 'volume_contracting': False, 'near_rim': True, 'volume_breakout': False}",{'reason': '收缩次数不足（需≥2轮）'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",False,5,0,中报,2026-08-31,"[32.43, 43.46, 76.81]","[-33.23, -30.1, -92.74]","[1.14, 1.15, 0.05]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range
